,date,iso_code,total_cases_per_million,people_vaccinated_per_hundred,median_age,population_density,total_deaths_per_million
113210,20/4/21,KOR,2259.538,3.53,43.4,527.967,35.201
113211,21/4/21,KOR,2273.864,3.79,43.4,527.967,35.24
113212,22/4/21,KOR,2289.398,4.05,43.4,527.967,35.299
113213,23/4/21,KOR,2304.699,4.37,43.4,527.967,35.318
113214,24/4/21,KOR,2317.251,4.49,43.4,527.967,35.338
113215,25/4/21,KOR,2326.997,4.51,43.4,527.967,35.416
113216,26/4/21,KOR,2336.957,4.79,43.4,527.967,35.474
113217,27/4/21,KOR,2352.063,5.13,43.4,527.967,35.493
113218,28/4/21,KOR,2365.278,5.59,43.4,527.967,35.571
113219,29/4/21,KOR,2378.064,6.1,43.4,527.967,35.63
113220,30/4/21,KOR,2390.285,6.64,43.4,527.967,35.688
113221,1/5/21,KOR,2402.096,6.72,43.4,527.967,35.727
113222,2/5/21,KOR,2411.608,6.72,43.4,527.967,35.747
113223,3/5/21,KOR,2422.153,6.89,43.4,527.967,35.864
113224,4/5/21,KOR,2435.329,7.04,43.4,527.967,36
113225,5/5/21,KOR,2446.517,7.05,43.4,527.967,36.078
113226,6/5/21,KOR,2456.75,7.17,43.4,527.967,36.254
113227,7/5/21,KOR,2470.413,7.26,43.4,527.967,36.351
113228,8/5/21,KOR,2481.406,7.29,43.4,527.967,36.527
113229,9/5/21,KOR,2490.431,7.29,43.4,527.967,36.546
113230,10/5/21,KOR,2500.391,7.31,43.4,527.967,36.624
113231,11/5/21,KOR,2512.768,7.33,43.4,527.967,36.721
113232,12/5/21,KOR,2526.704,7.35,43.4,527.967,36.858
113233,13/5/21,KOR,2541.264,7.37,43.4,527.967,36.897
113234,14/5/21,KOR,2554.537,7.39,43.4,527.967,36.955
113235,15/5/21,KOR,2566.427,7.39,43.4,527.967,37.033
113236,16/5/21,KOR,2578.492,7.39,43.4,527.967,37.092
113237,17/5/21,KOR,2588.783,7.42,43.4,527.967,37.111
113238,18/5/21,KOR,2601.511,7.45,43.4,527.967,37.267
113239,19/5/21,KOR,2614.102,7.45,43.4,527.967,37.345
113240,20/5/21,KOR,2625.037,7.48,43.4,527.967,37.462
113241,21/5/21,KOR,2638.018,7.51,43.4,527.967,37.54
113242,22/5/21,KOR,2649.42,7.52,43.4,527.967,37.638
113243,23/5/21,KOR,2659.907,7.52,43.4,527.967,37.696
113244,24/5/21,KOR,2669.964,7.66,43.4,527.967,37.774
113245,25/5/21,KOR,2683.588,7.81,43.4,527.967,37.813
113246,26/5/21,KOR,2695.848,7.98,43.4,527.967,37.871
113247,27/5/21,KOR,2707.29,9.28,43.4,527.967,37.93
113248,28/5/21,KOR,2717.679,10.34,43.4,527.967,38.027
113249,29/5/21,KOR,2727.015,10.66,43.4,527.967,38.144
113250,30/5/21,KOR,2735.396,10.67,43.4,527.967,38.183
113251,31/5/21,KOR,2744.343,11.43,43.4,527.967,38.261
113252,1/6/21,KOR,2757.538,12.54,43.4,527.967,38.3
113253,2/6/21,KOR,2770.812,13.28,43.4,527.967,38.359
113254,3/6/21,KOR,2784.358,13.96,43.4,527.967,38.378
113255,4/6/21,KOR,2798.859,14.68,43.4,527.967,38.417
113256,5/6/21,KOR,2809.697,14.95,43.4,527.967,38.456
113257,6/6/21,KOR,2819.15,14.96,43.4,527.967,38.476
113258,7/6/21,KOR,2827.999,16.7,43.4,527.967,38.495
113259,8/6/21,KOR,2839.713,18.16,43.4,527.967,38.534
113260,9/6/21,KOR,2851.622,19.32,43.4,527.967,38.573
113261,10/6/21,KOR,2862.459,20.82,43.4,527.967,38.612
113262,11/6/21,KOR,2873.433,22.43,43.4,527.967,38.632
113263,12/6/21,KOR,2882.243,23.19,43.4,527.967,38.69
113264,13/6/21,KOR,2890.02,23.25,43.4,527.967,38.749
113265,14/6/21,KOR,2897.31,24.75,43.4,527.967,38.826
113266,15/6/21,KOR,2907.913,26.01,43.4,527.967,38.846
113267,16/6/21,KOR,2918.438,27.12,43.4,527.967,38.865
113268,17/6/21,KOR,2928.32,27.99,43.4,527.967,38.904
113269,18/6/21,KOR,2937.715,29.03,43.4,527.967,38.924
113270,19/6/21,KOR,2946.077,29.46,43.4,527.967,39.021
113271,20/6/21,KOR,2953.035,29.46,43.4,527.967,39.06
113272,21/6/21,KOR,2960.734,29.55,43.4,527.967,39.099
113273,22/6/21,KOR,2973.286,29.65,43.4,527.967,39.119
113274,23/6/21,KOR,2985.176,29.74,43.4,527.967,39.138
113275,24/6/21,KOR,2997.533,29.83,43.4,527.967,39.158
113276,25/6/21,KOR,3010.553,29.95,43.4,527.967,39.216
113277,26/6/21,KOR,3022.521,29.97,43.4,527.967,39.236
113278,27/6/21,KOR,3032.286,29.98,43.4,527.967,39.275
113279,28/6/21,KOR,3043.883,30,43.4,527.967,39.314
113280,29/6/21,KOR,3059.359,30.04,43.4,527.967,39.333
113281,30/6/21,KOR,3074.212,30.07,43.4,527.967,39.392
114362,2/1/21,ESP,41250.536,,45.5,93.105,1087.534
114363,3/1/21,ESP,41250.536,,45.5,93.105,1087.534
114364,4/1/21,ESP,41904.699,0.18,45.5,93.105,1092.689
114365,5/1/21,ESP,42411.703,0.3,45.5,93.105,1100.22
114366,6/1/21,ESP,42411.703,,45.5,93.105,1100.22
114367,7/1/21,ESP,43317.892,0.44,45.5,93.105,1105.461
114368,8/1/21,ESP,43862.461,0.59,45.5,93.105,1109.718
114369,9/1/21,ESP,43862.461,,45.5,93.105,1109.718
114370,10/1/21,ESP,43862.461,,45.5,93.105,1109.718
114371,11/1/21,ESP,45176.435,0.87,45.5,93.105,1118.296
114372,12/1/21,ESP,45720.619,1.04,45.5,93.105,1127.025
114373,13/1/21,ESP,46552.127,1.24,45.5,93.105,1131.196
114374,14/1/21,ESP,47319.649,1.45,45.5,93.105,1135.496
114375,15/1/21,ESP,48179.566,1.64,45.5,93.105,1140.523
114376,16/1/21,ESP,48179.566,,45.5,93.105,1140.523
114377,17/1/21,ESP,48179.566,,45.5,93.105,1140.523
114378,18/1/21,ESP,49982.682,1.92,45.5,93.105,1150.257
114379,19/1/21,ESP,50716.254,2.05,45.5,93.105,1158.899
114380,20/1/21,ESP,51605.671,2.16,45.5,93.105,1168.826
114381,21/1/21,ESP,52554.581,2.26,45.5,93.105,1177.468
114382,22/1/21,ESP,53472.002,2.35,45.5,93.105,1186.025
114383,23/1/21,ESP,53472.002,,45.5,93.105,1186.025
114384,24/1/21,ESP,53472.002,2.46,45.5,93.105,1186.025
114385,25/1/21,ESP,55479.095,2.5,45.5,93.105,1202.433
114386,26/1/21,ESP,56258.533,2.53,45.5,93.105,1214.969
114387,27/1/21,ESP,57120.333,2.57,45.5,93.105,1225.601
114388,28/1/21,ESP,57866.912,2.61,45.5,93.105,1236.619
114389,29/1/21,ESP,58682.354,,45.5,93.105,1247.593
114390,30/1/21,ESP,58682.354,,45.5,93.105,1247.593
114391,31/1/21,ESP,58682.354,2.68,45.5,93.105,1247.593
114392,1/2/21,ESP,60387.042,2.68,45.5,93.105,1263.894
114393,2/2/21,ESP,61008.795,2.71,45.5,93.105,1279.382
114394,3/2/21,ESP,61684.715,2.74,45.5,93.105,1291.469
114395,4/2/21,ESP,62325.636,2.79,45.5,93.105,1300.711
114396,5/2/21,ESP,62936.715,,45.5,93.105,1313.204
114397,6/2/21,ESP,62936.715,,45.5,93.105,1313.204
114398,7/2/21,ESP,62936.715,2.82,45.5,93.105,1313.204
114399,8/2/21,ESP,63944.197,2.84,45.5,93.105,1332.65
114400,9/2/21,ESP,64295.078,2.87,45.5,93.105,1349.037
114401,10/2/21,ESP,64682.583,2.95,45.5,93.105,1362.792
114402,11/2/21,ESP,65064.505,3.04,45.5,93.105,1373.766
114403,12/2/21,ESP,65376.43,,45.5,93.105,1385.104
114404,13/2/21,ESP,65376.43,,45.5,93.105,1385.104
114405,14/2/21,ESP,65376.43,3.19,45.5,93.105,1385.104
114406,15/2/21,ESP,66023.576,3.27,45.5,93.105,1400.122
114407,16/2/21,ESP,66238.721,3.36,45.5,93.105,1411.46
114408,17/2/21,ESP,66470.381,3.5,45.5,93.105,1418.669
114409,18/2/21,ESP,66780.894,3.78,45.5,93.105,1426.97
114410,19/2/21,ESP,67025.518,,45.5,93.105,1435.463
114411,20/2/21,ESP,67025.518,,45.5,93.105,1435.463
114412,21/2/21,ESP,67025.518,4.05,45.5,93.105,1435.463
114413,22/2/21,ESP,67471.532,4.19,45.5,93.105,1446.908
114414,23/2/21,ESP,67631.142,4.41,45.5,93.105,1456.384
114415,24/2/21,ESP,67828.21,4.72,45.5,93.105,1464.706
114416,25/2/21,ESP,68032.894,5.05,45.5,93.105,1472.087
114417,26/2/21,ESP,68211.33,,45.5,93.105,1479.125
114418,27/2/21,ESP,68211.33,,45.5,93.105,1479.125
114419,28/2/21,ESP,68211.33,5.49,45.5,93.105,1479.125
114420,1/3/21,ESP,68553.14,5.65,45.5,93.105,1489.115
114421,2/3/21,ESP,66962.667,5.93,45.5,93.105,1493.222
114422,3/3/21,ESP,67093.953,6.25,45.5,93.105,1502.764
114423,4/3/21,ESP,67223.1,6.69,45.5,93.105,1508.197
114424,5/3/21,ESP,67365.446,,45.5,93.105,1521.824
114425,6/3/21,ESP,67365.446,,45.5,93.105,1521.824
114426,7/3/21,ESP,67365.446,7.12,45.5,93.105,1521.824
114427,8/3/21,ESP,67621.259,7.35,45.5,93.105,1528.199
114428,9/3/21,ESP,67707.086,7.58,45.5,93.105,1534.425
114429,10/3/21,ESP,67859.379,7.85,45.5,93.105,1539.43
114430,11/3/21,ESP,67993.19,8.06,45.5,93.105,1542.083
114431,12/3/21,ESP,68107.597,,45.5,93.105,1545.784
114432,13/3/21,ESP,68107.597,,45.5,93.105,1545.784
114433,14/3/21,ESP,68107.597,,45.5,93.105,1545.784
114434,15/3/21,ESP,68350.574,8.45,45.5,93.105,1549.335
114435,16/3/21,ESP,68456.724,8.59,45.5,93.105,1552.352
114436,17/3/21,ESP,68587.047,8.67,45.5,93.105,1557.229
114437,18/3/21,ESP,68720.024,8.78,45.5,93.105,1559.732
114438,19/3/21,ESP,68720.024,,45.5,93.105,1559.732
114439,20/3/21,ESP,68720.024,,45.5,93.105,1559.732
114440,21/3/21,ESP,68720.024,,45.5,93.105,1559.732
114441,22/3/21,ESP,69072.38,9.01,45.5,93.105,1573.273
114442,23/3/21,ESP,69190.382,9.1,45.5,93.105,1577.573
114443,24/3/21,ESP,69190.382,9.29,45.5,93.105,1577.573
114444,25/3/21,ESP,69477.449,9.51,45.5,93.105,1592.035
114445,26/3/21,ESP,69639.733,9.76,45.5,93.105,1604.656
114446,27/3/21,ESP,69639.733,,45.5,93.105,1604.656
114447,28/3/21,ESP,69639.733,,45.5,93.105,1604.656
114448,29/3/21,ESP,69971.339,10.63,45.5,93.105,1608.7
114449,30/3/21,ESP,70078.173,10.89,45.5,93.105,1610.967
114450,31/3/21,ESP,70260.738,11.37,45.5,93.105,1614.262
114451,1/4/21,ESP,70411.363,11.86,45.5,93.105,1616.016
114452,2/4/21,ESP,70411.363,,45.5,93.105,1616.016
114453,3/4/21,ESP,70616.111,12.21,45.5,93.105,1619.374
114454,4/4/21,ESP,70616.111,,45.5,93.105,1619.374
114455,5/4/21,ESP,70837.738,12.6,45.5,93.105,1621.193
114456,6/4/21,ESP,70979.421,13.09,45.5,93.105,1623.931
114457,7/4/21,ESP,71167.419,13.73,45.5,93.105,1626.627
114458,8/4/21,ESP,71379.226,14.53,45.5,93.105,1629.664
114459,9/4/21,ESP,71611.871,15.32,45.5,93.105,1632.852
114460,10/4/21,ESP,71611.871,,45.5,93.105,1632.852
114461,11/4/21,ESP,71611.871,,45.5,93.105,1632.852
114462,12/4/21,ESP,72098.423,16.42,45.5,93.105,1637.066
114463,13/4/21,ESP,72233.025,16.98,45.5,93.105,1639.205
114464,14/4/21,ESP,72457.091,17.65,45.5,93.105,1642.008
114465,15/4/21,ESP,72663.807,18.47,45.5,93.105,1644.703
114466,16/4/21,ESP,72890.526,19.26,45.5,93.105,1646.821
114467,17/4/21,ESP,72890.526,,45.5,93.105,1646.821
114468,18/4/21,ESP,72890.526,,45.5,93.105,1646.821
114469,19/4/21,ESP,73341.288,20.2,45.5,93.105,1649.41
114470,20/4/21,ESP,73341.288,20.51,45.5,93.105,1649.41
114471,21/4/21,ESP,73720.322,21.15,45.5,93.105,1655.014
114472,22/4/21,ESP,73951.661,21.7,45.5,93.105,1657.838
114473,23/4/21,ESP,74202.617,22.26,45.5,93.105,1659.871
114474,24/4/21,ESP,74202.617,,45.5,93.105,1659.871
114475,25/4/21,ESP,74202.617,23.1,45.5,93.105,1659.871
114476,26/4/21,ESP,74627.302,23.56,45.5,93.105,1663.015
114477,27/4/21,ESP,74791.276,24.09,45.5,93.105,1665.518
114478,28/4/21,ESP,74976.643,24.64,45.5,93.105,1667.401
114479,29/4/21,ESP,75193.628,25.16,45.5,93.105,1670.332
114480,30/4/21,ESP,75389.049,,45.5,93.105,1673.241
114481,1/5/21,ESP,75389.049,,45.5,93.105,1673.241
114482,2/5/21,ESP,75389.049,26.09,45.5,93.105,1673.241
114483,3/5/21,ESP,75738.882,26.49,45.5,93.105,1674.888
114484,4/5/21,ESP,75835.469,27.14,45.5,93.105,1677.156
114485,5/5/21,ESP,75970.606,27.74,45.5,93.105,1680.728
114486,6/5/21,ESP,76140.891,28.39,45.5,93.105,1684.151
114487,7/5/21,ESP,76316.01,,45.5,93.105,1685.563
114488,8/5/21,ESP,76316.01,,45.5,93.105,1685.563
114489,9/5/21,ESP,76316.01,29.52,45.5,93.105,1685.563
114490,10/5/21,ESP,76615.164,30.01,45.5,93.105,1687.766
114491,11/5/21,ESP,76720.865,30.63,45.5,93.105,1692.152
114492,12/5/21,ESP,76858.162,31.14,45.5,93.105,1694.462
114493,13/5/21,ESP,76980.121,31.9,45.5,93.105,1696.024
114494,14/5/21,ESP,77115.9,,45.5,93.105,1697.265
114495,15/5/21,ESP,77115.9,,45.5,93.105,1697.265
114496,16/5/21,ESP,77115.9,32.78,45.5,93.105,1697.265
114497,17/5/21,ESP,77352.523,33.15,45.5,93.105,1699.254
114498,18/5/21,ESP,77437.836,33.67,45.5,93.105,1700.752
114499,19/5/21,ESP,77567.903,34.33,45.5,93.105,1702.164
114500,20/5/21,ESP,77690.547,34.97,45.5,93.105,1702.87
114501,21/5/21,ESP,77793.06,,45.5,93.105,1703.276
114502,22/5/21,ESP,77793.06,,45.5,93.105,1703.276
114503,23/5/21,ESP,77793.06,35.75,45.5,93.105,1703.276
114504,24/5/21,ESP,78029.811,36.27,45.5,93.105,1705.223
114505,25/5/21,ESP,78144.454,36.77,45.5,93.105,1707.148
114506,26/5/21,ESP,78251.567,37.41,45.5,93.105,1708.303
114507,27/5/21,ESP,78364.733,37.88,45.5,93.105,1709.009
114508,28/5/21,ESP,78482.007,,45.5,93.105,1709.373
114509,29/5/21,ESP,78482.007,,45.5,93.105,1709.373
114510,30/5/21,ESP,78482.007,38.58,45.5,93.105,1709.373
114511,31/5/21,ESP,78690.2,38.89,45.5,93.105,1710.4
114512,1/6/21,ESP,78784.071,39.42,45.5,93.105,1711.042
114513,2/6/21,ESP,78890.691,40.05,45.5,93.105,1712.453
114514,3/6/21,ESP,79003.002,40.73,45.5,93.105,1712.453
114515,4/6/21,ESP,79109.302,,45.5,93.105,1715.577
114516,5/6/21,ESP,79109.302,,45.5,93.105,1715.598
114517,6/6/21,ESP,79109.302,42.33,45.5,93.105,1715.598
114518,7/6/21,ESP,79313.43,42.89,45.5,93.105,1716.454
114519,8/6/21,ESP,79388.389,43.44,45.5,93.105,1718.016
114520,9/6/21,ESP,79483.094,44.13,45.5,93.105,1718.508
114521,10/6/21,ESP,79782.675,44.85,45.5,93.105,1721.353
114522,11/6/21,ESP,79871.283,,45.5,93.105,1722.123
114523,12/6/21,ESP,79871.283,,45.5,93.105,1722.123
114524,13/6/21,ESP,79871.283,45.94,45.5,93.105,1722.123
114525,14/6/21,ESP,80045.997,46.45,45.5,93.105,1722.465
114526,15/6/21,ESP,80119.416,47.17,45.5,93.105,1723.792
114527,16/6/21,ESP,80201.392,47.84,45.5,93.105,1724.562
114528,17/6/21,ESP,80291.177,48.53,45.5,93.105,1724.968
114529,18/6/21,ESP,80381.325,,45.5,93.105,1725.353
114530,19/6/21,ESP,80381.325,,45.5,93.105,1725.353
114531,20/6/21,ESP,80381.325,49.63,45.5,93.105,1725.353
114532,21/6/21,ESP,80535.544,50.15,45.5,93.105,1726.145
114533,22/6/21,ESP,80621.97,50.85,45.5,93.105,1726.787
114534,23/6/21,ESP,80714.835,51.51,45.5,93.105,1727.407
114535,24/6/21,ESP,80811.251,52.04,45.5,93.105,1727.792
114536,25/6/21,ESP,80916.588,,45.5,93.105,1728.07
114537,26/6/21,ESP,80916.588,,45.5,93.105,1728.07
114538,27/6/21,ESP,80916.588,53.04,45.5,93.105,1728.07
114539,28/6/21,ESP,81134.343,53.5,45.5,93.105,1728.284
114540,29/6/21,ESP,81286.038,54.17,45.5,93.105,1729.14
114541,30/6/21,ESP,81483.427,54.82,45.5,93.105,1730.124
116933,2/1/21,SWE,43048.44,,41,24.718,858.943
116934,3/1/21,SWE,43048.44,0.16,41,24.718,858.943
116935,4/1/21,SWE,43048.44,,41,24.718,858.943
116936,5/1/21,SWE,46234.316,,41,24.718,882.368
116937,6/1/21,SWE,46234.316,,41,24.718,882.368
116938,7/1/21,SWE,47468.155,,41,24.718,911.6
116939,8/1/21,SWE,48175.526,,41,24.718,928.43
116940,9/1/21,SWE,48175.526,,41,24.718,928.43
116941,10/1/21,SWE,48175.526,0.52,41,24.718,928.43
116942,11/1/21,SWE,48175.526,,41,24.718,928.43
116943,12/1/21,SWE,49887.605,,41,24.718,928.43
116944,13/1/21,SWE,50412.892,,41,24.718,967.898
116945,14/1/21,SWE,51060.52,,41,24.718,1002.445
116946,15/1/21,SWE,51523.406,,41,24.718,1016.027
116947,16/1/21,SWE,51523.406,,41,24.718,1016.027
116948,17/1/21,SWE,51523.406,1.3,41,24.718,1016.027
116949,18/1/21,SWE,51523.406,,41,24.718,1016.027
116950,19/1/21,SWE,52485.891,,41,24.718,1016.027
116951,20/1/21,SWE,52948.679,,41,24.718,1062.68
116952,21/1/21,SWE,53439.321,,41,24.718,1074.885
116953,22/1/21,SWE,53854.078,,41,24.718,1083.152
116954,23/1/21,SWE,53854.078,,41,24.718,1083.152
116955,24/1/21,SWE,53854.078,2.34,41,24.718,1083.152
116956,25/1/21,SWE,53854.078,,41,24.718,1083.152
116957,26/1/21,SWE,54751.997,,41,24.718,1106.971
116958,27/1/21,SWE,55163.704,,41,24.718,1124.49
116959,28/1/21,SWE,55565.764,,41,24.718,1133.841
116960,29/1/21,SWE,55801.981,,41,24.718,1140.829
116961,30/1/21,SWE,55801.981,,41,24.718,1140.829
116962,31/1/21,SWE,55801.981,2.97,41,24.718,1140.829
116963,1/2/21,SWE,55801.981,,41,24.718,1140.829
116964,2/2/21,SWE,56751.671,,41,24.718,1162.876
116965,3/2/21,SWE,57175.877,,41,24.718,1175.08
116966,4/2/21,SWE,57545.753,,41,24.718,1183.84
116967,5/2/21,SWE,57879.212,,41,24.718,1192.403
116968,6/2/21,SWE,57879.212,,41,24.718,1192.403
116969,7/2/21,SWE,57879.212,3.4,41,24.718,1192.403
116970,8/2/21,SWE,57879.212,,41,24.718,1192.403
116971,9/2/21,SWE,58677.625,,41,24.718,1199.588
116972,10/2/21,SWE,59078.209,,41,24.718,1213.17
116973,11/2/21,SWE,59504.679,,41,24.718,1217.501
116974,12/2/21,SWE,59882.035,,41,24.718,1223.209
116975,13/2/21,SWE,59882.035,,41,24.718,1223.209
116976,14/2/21,SWE,59882.035,3.86,41,24.718,1223.209
116977,15/2/21,SWE,59882.035,,41,24.718,1223.209
116978,16/2/21,SWE,60812.926,,41,24.718,1229.016
116979,17/2/21,SWE,61229.554,,41,24.718,1237.087
116980,18/2/21,SWE,61713.798,,41,24.718,1239.941
116981,19/2/21,SWE,62121.666,,41,24.718,1244.961
116982,20/2/21,SWE,62121.666,,41,24.718,1244.961
116983,21/2/21,SWE,62121.666,4.55,41,24.718,1244.961
116984,22/2/21,SWE,62121.666,,41,24.718,1244.961
116985,23/2/21,SWE,63197.731,,41,24.718,1251.26
116986,24/2/21,SWE,63726.365,,41,24.718,1259.134
116987,25/2/21,SWE,64217.991,,41,24.718,1259.626
116988,26/2/21,SWE,64694.755,,41,24.718,1262.382
116989,27/2/21,SWE,64694.755,,41,24.718,1262.382
116990,28/2/21,SWE,64694.755,5.55,41,24.718,1262.382
116991,1/3/21,SWE,64694.755,,41,24.718,1262.382
116992,2/3/21,SWE,65856.548,,41,24.718,1267.894
116993,3/3/21,SWE,66464.708,,41,24.718,1275.964
116994,4/3/21,SWE,66940.882,,41,24.718,1277.244
116995,5/3/21,SWE,67416.366,,41,24.718,1279.803
116996,6/3/21,SWE,67416.366,,41,24.718,1279.803
116997,7/3/21,SWE,67416.366,7.05,41,24.718,1279.803
116998,8/3/21,SWE,67416.366,,41,24.718,1279.803
116999,9/3/21,SWE,68500.404,,41,24.718,1283.641
117000,10/3/21,SWE,69082.777,,41,24.718,1288.169
117001,11/3/21,SWE,69604.423,,41,24.718,1290.433
117002,12/3/21,SWE,70129.513,,41,24.718,1293.877
117003,13/3/21,SWE,70129.513,,41,24.718,1293.877
117004,14/3/21,SWE,70129.513,8.84,41,24.718,1293.877
117005,15/3/21,SWE,70129.513,,41,24.718,1293.877
117006,16/3/21,SWE,71385.595,,41,24.718,1296.436
117007,17/3/21,SWE,72053.006,,41,24.718,1301.948
117008,18/3/21,SWE,72689.512,,41,24.718,1302.736
117009,19/3/21,SWE,73253.972,,41,24.718,1305.295
117010,20/3/21,SWE,73253.972,,41,24.718,1305.295
117011,21/3/21,SWE,73253.972,10.01,41,24.718,1305.295
117012,22/3/21,SWE,73253.972,,41,24.718,1305.295
117013,23/3/21,SWE,74638.104,,41,24.718,1310.511
117014,24/3/21,SWE,75390.946,,41,24.718,1314.645
117015,25/3/21,SWE,76149.399,,41,24.718,1316.22
117016,26/3/21,SWE,76772.224,,41,24.718,1319.074
117017,27/3/21,SWE,76772.224,,41,24.718,1319.074
117018,28/3/21,SWE,76772.224,11.28,41,24.718,1319.074
117019,29/3/21,SWE,76772.224,,41,24.718,1319.074
117020,30/3/21,SWE,78389.029,,41,24.718,1321.83
117021,31/3/21,SWE,79219.823,,41,24.718,1325.275
117022,1/4/21,SWE,80037.232,,41,24.718,1328.523
117023,2/4/21,SWE,80037.232,,41,24.718,1328.523
117024,3/4/21,SWE,80037.232,,41,24.718,1328.523
117025,4/4/21,SWE,80037.232,13.22,41,24.718,1328.523
117026,5/4/21,SWE,80037.232,,41,24.718,1328.523
117027,6/4/21,SWE,82183.064,,41,24.718,1331.967
117028,7/4/21,SWE,82853.723,,41,24.718,1336.396
117029,8/4/21,SWE,83623.593,,41,24.718,1338.07
117030,9/4/21,SWE,84388.542,,41,24.718,1340.629
117031,10/4/21,SWE,84388.542,,41,24.718,1340.629
117032,11/4/21,SWE,84388.542,15.71,41,24.718,1340.629
117033,12/4/21,SWE,84388.542,,41,24.718,1340.629
117034,13/4/21,SWE,86268.926,,41,24.718,1344.467
117035,14/4/21,SWE,87142.829,,41,24.718,1350.373
117036,15/4/21,SWE,87841.145,,41,24.718,1354.408
117037,16/4/21,SWE,88594.873,,41,24.718,1357.065
117038,17/4/21,SWE,88594.873,,41,24.718,1357.065
117039,18/4/21,SWE,88594.873,19.73,41,24.718,1357.065
117040,19/4/21,SWE,88594.873,,41,24.718,1357.065
117041,20/4/21,SWE,90237.761,,41,24.718,1360.707
117042,21/4/21,SWE,90976.923,,41,24.718,1364.447
117043,22/4/21,SWE,91738.328,,41,24.718,1366.317
117044,23/4/21,SWE,92355.149,,41,24.718,1370.353
117045,24/4/21,SWE,92355.149,,41,24.718,1370.353
117046,25/4/21,SWE,92355.149,23.7,41,24.718,1370.353
117047,26/4/21,SWE,92355.149,,41,24.718,1370.353
117048,27/4/21,SWE,93822.744,,41,24.718,1374.782
117049,28/4/21,SWE,94537.891,,41,24.718,1377.931
117050,29/4/21,SWE,95242.407,,41,24.718,1378.128
117051,30/4/21,SWE,95825.666,,41,24.718,1382.656
117052,1/5/21,SWE,95825.666,,41,24.718,1382.656
117053,2/5/21,SWE,95825.666,27.37,41,24.718,1382.656
117054,3/5/21,SWE,95825.666,,41,24.718,1382.656
117055,4/5/21,SWE,97297.099,,41,24.718,1386.888
117056,5/5/21,SWE,97990.1,,41,24.718,1392.793
117057,6/5/21,SWE,98632.413,,41,24.718,1393.482
117058,7/5/21,SWE,99190.574,,41,24.718,1394.958
117059,8/5/21,SWE,99190.574,,41,24.718,1394.958
117060,9/5/21,SWE,99190.574,30.75,41,24.718,1394.958
117061,10/5/21,SWE,99190.574,,41,24.718,1394.958
117062,11/5/21,SWE,100550.001,,41,24.718,1399.289
117063,12/5/21,SWE,101173.023,,41,24.718,1404.21
117064,13/5/21,SWE,101173.023,,41,24.718,1404.21
117065,14/5/21,SWE,102077.733,,41,24.718,1404.998
117066,15/5/21,SWE,102077.733,,41,24.718,1404.998
117067,16/5/21,SWE,102077.733,33.49,41,24.718,1404.998
117068,17/5/21,SWE,102077.733,,41,24.718,1404.998
117069,18/5/21,SWE,103063.643,,41,24.718,1407.557
117070,19/5/21,SWE,103518.262,,41,24.718,1412.281
117071,20/5/21,SWE,103853.985,,41,24.718,1412.478
117072,21/5/21,SWE,104165.791,,41,24.718,1413.954
117073,22/5/21,SWE,104165.791,,41,24.718,1413.954
117074,23/5/21,SWE,104165.791,35.95,41,24.718,1413.954
117075,24/5/21,SWE,104165.791,,41,24.718,1413.954
117076,25/5/21,SWE,104759.679,,41,24.718,1416.907
117077,26/5/21,SWE,105028.573,,41,24.718,1420.844
117078,27/5/21,SWE,105163.02,,41,24.718,1422.32
117079,28/5/21,SWE,105163.02,,41,24.718,1422.32
117080,29/5/21,SWE,105163.02,,41,24.718,1422.32
117081,30/5/21,SWE,105163.02,37.87,41,24.718,1422.32
117082,31/5/21,SWE,105163.02,,41,24.718,1422.32
117083,1/6/21,SWE,105163.02,,41,24.718,1422.32
117084,2/6/21,SWE,105163.02,,41,24.718,1422.32
117085,3/6/21,SWE,106001.589,,41,24.718,1428.324
117086,4/6/21,SWE,106106.804,,41,24.718,1429.407
117087,5/6/21,SWE,106106.804,,41,24.718,1429.407
117088,6/6/21,SWE,106106.804,40.01,41,24.718,1429.407
117089,7/6/21,SWE,106106.804,,41,24.718,1429.407
117090,8/6/21,SWE,106369.694,,41,24.718,1431.671
117091,9/6/21,SWE,106484.357,,41,24.718,1433.245
117092,10/6/21,SWE,106566.147,,41,24.718,1433.541
117093,11/6/21,SWE,106637.701,,41,24.718,1434.426
117094,12/6/21,SWE,106637.701,,41,24.718,1434.426
117095,13/6/21,SWE,106637.701,42.66,41,24.718,1434.426
117096,14/6/21,SWE,106637.701,,41,24.718,1434.426
117097,15/6/21,SWE,106753.841,,41,24.718,1434.426
117098,16/6/21,SWE,106753.841,,41,24.718,1434.426
117099,17/6/21,SWE,106753.841,,41,24.718,1434.426
117100,18/6/21,SWE,106753.841,,41,24.718,1434.426
117101,19/6/21,SWE,106753.841,,41,24.718,1434.426
117102,20/6/21,SWE,106753.841,45.64,41,24.718,1434.426
117103,21/6/21,SWE,106753.841,,41,24.718,1434.426
117104,22/6/21,SWE,107086.316,,41,24.718,1437.773
117105,23/6/21,SWE,107135.922,,41,24.718,1438.56
117106,24/6/21,SWE,107173.126,,41,24.718,1438.855
117107,25/6/21,SWE,107173.126,,41,24.718,1438.855
117108,26/6/21,SWE,107173.126,,41,24.718,1438.855
