,total_cases_per_million,people_vaccinated_per_hundred,stringency_index,aged_65_older,aged_70_older,median_age,population_density,cardiovasc_death_rate,diabetes_prevalence,icu_patients,total_deaths_per_million
7879,-0.8679191678612423,-1.325170110754678,1.6100106518465531,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2711176769117552,805.921
7880,-0.8611577843378388,-1.3207463188998863,1.6100106518465531,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.27357757789996384,810.565
7881,-0.8558924588617174,-1.3192717216149559,1.6100106518465531,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.27576415655614933,817.09
7882,-0.8520001427156456,-1.318903072293723,1.6100106518465531,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.27576415655614933,820.296
7883,-0.8487327922342981,-1.3181657736512578,1.6100106518465531,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2763108012201957,823.946
7884,-0.8441442347029541,-1.3152165790813966,1.6100106518465531,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2784973798763812,831.023
7885,-0.8388303281173873,-1.3118987351903029,1.6100106518465531,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2809572808645898,836.441
7886,-0.8341381660259365,-1.3089495406204417,1.6100106518465531,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2809572808645898,841.196
7887,-0.829280845732394,-1.3067376446930459,1.6100106518465531,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.28341718185279846,846.836
7888,-0.8244947718760307,-1.3063689953718132,1.6100106518465531,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2828705371887521,851.812
7889,-0.820641314760841,-1.3060003460505805,1.6100106518465531,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2828705371887521,853.803
7890,-0.8170015676738194,-1.3052630474081153,1.6100106518465531,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.28369050418482167,860.1060000000001
7891,-0.8129829230731688,-1.3041570994444172,1.6100106518465531,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.28205057019268254,867.7360000000001
7892,-0.8080608572504019,-1.3026825021594868,1.6100106518465531,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.281230603196613,873.818
7893,-0.8031452630522208,-1.3015765541957887,1.6100106518465531,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.28259721485672895,877.578
7894,-0.7986506172857896,-1.2997333075896256,1.6100106518465531,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.28205057019268254,881.669
7895,-0.7943340729706212,-1.2986273596259277,1.6100106518465531,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.28205057019268254,883.992
7896,-0.7900693602188753,-1.2986273596259277,1.6100106518465531,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2861504051730303,885.982
7897,-0.7866465736139985,-1.2975214116622296,1.0704781582039986,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2872436945011231,888.194
7898,-0.782770421887706,-1.2964154636985317,1.0704781582039986,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.28779033916516944,892.5060000000001
7899,-0.7780135142670309,-1.294940866413601,1.0704781582039986,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.291616851813494,897.2610000000001
7900,-0.7729068460850466,-1.2927289704862053,1.0704781582039986,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.291616851813494,899.915
7901,-0.7673015114095477,-1.2894111265951116,1.430166487299035,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.29216349647754036,903.454
7902,-0.7626611515981504,-1.2871992306677156,1.430166487299035,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.29107020714944765,906.2189999999999
7903,-0.7588271093567173,-1.286830581346483,1.430166487299035,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.29435007513372585,907.988
7904,-0.7548602963194891,-1.2853559840615525,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2935301081376563,909.0939999999999
7905,-0.7502393806652177,-1.2824067894916913,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2918901741455172,913.4060000000001
7906,-0.7446210734571787,-1.278351646958132,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.29243681880956357,916.7239999999999
7907,-0.7382515306965749,-1.273559205782108,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2918901741455172,919.1569999999999
7908,-0.7323644607263375,-1.2680294659636182,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2927101411415868,923.138
7909,-0.726286346055666,-1.2636056741088264,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2927101411415868,925.3489999999999
7910,-0.7203345012728352,-1.261025128860198,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.29462339746574906,927.34
7911,-0.7162219741906412,-1.2591818822540346,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2951700421297954,928.556
7912,-0.7106295827643133,-1.254758090399243,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2894302731573085,932.648
7913,-0.7041369620031083,-1.2481224026170554,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.29435007513372585,936.6289999999999
7914,-0.696394409912455,-1.2411180655136351,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.29626333145788813,939.172
7915,-0.6896168326859032,-1.2311645338403538,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.29298346347360993,941.605
7916,-0.6816605412837129,-1.2215796514883048,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.29298346347360993,944.148
7917,-0.6747858311216401,-1.2178931582759787,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.28669704983707667,946.692
7918,-0.6702231893720073,-1.2145753143848848,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2831438595207753,948.1289999999999
7919,-0.6640058322809556,-1.204990432032836,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2817772478606594,951.557
7920,-0.6557386686317073,-1.1942996017170895,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2784973798763812,953.7689999999999
7921,-0.6482130770231992,-1.184346070043808,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2815039255286362,956.755
7922,-0.6395735460516463,-1.1703373958369674,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2752175118921029,958.6339999999999
7923,-0.6312934391532269,-1.159646565521221,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2776774128803116,961.3989999999999
7924,-0.6241726022733205,-1.1552227736664291,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2774040905482884,963.5
7925,-0.6179876325885654,-1.1507989818116373,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2730309332359175,965.6010000000001
7926,-0.6101803056853188,-1.1404768008171233,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2741242225640102,968.3660000000001
7927,-0.6019941105518123,-1.1305232691438418,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2754908342241261,970.467
7928,-0.5922891920432902,-1.1143026990096057,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2705710322477088,972.8989999999999
7929,-0.5821665462736262,-1.0925523890568796,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.26947774291961607,976.549
7930,-0.5723774380787544,-1.0733826243527822,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2667445195993842,979.313
7931,-0.5642721821776207,-1.0623231447158028,1.190805548872483,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.26783780892747694,981.193
7932,-0.5581325431483332,-1.054581508969917,1.0109613843249645,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2620980399549901,983.294
7933,-0.5502798855896185,-1.0457339252603337,1.0109613843249645,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.25608494865048004,986.943
7934,-0.5394804425918083,-1.0346744456233545,1.0109613843249645,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.25581162631845683,990.3710000000001
7935,-0.5286097824401881,-1.0236149659863751,1.0109613843249645,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2579982049746423,993.247
7936,-0.517227483262513,-1.005182499924743,1.0109613843249645,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2547183369903641,997.8910000000001
7937,-0.5063989033123829,-0.9896992284329718,1.0109613843249645,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2566315933145264,1000.987
7938,-0.4976136290124946,-0.9849067872569476,1.0109613843249645,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.25034517967799313,1003.42
7939,-0.48980308093863956,-0.9793770474384578,1.0109613843249645,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.24487873303752947,1005.079
7940,-0.47874456797382436,-0.9712667623713396,1.0109613843249645,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2443320883734831,1008.617
7941,-0.4680941187583267,-0.9624191786617562,1.0109613843249645,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.24105222038920487,1011.935
7942,-0.4579779446132483,-0.9502537510610788,1.0109613843249645,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.23968560872908895,1014.921
7943,-0.4453650996965123,-0.9369823754967036,1.0109613843249645,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.235312451416718,1017.3530000000001
7944,-0.43403785325286776,-0.9259228958597244,1.0109613843249645,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.22519952513186017,1020.7810000000001
7945,-0.4253626844210405,-0.9218677533261653,1.0109613843249645,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.22246630181162835,1023.546
7946,-0.415401946399491,-0.9130201696165818,1.0109613843249645,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.21727317750318784,1025.647
7947,-0.4056840846417981,-0.9008547420159047,1.0109613843249645,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.21699985517116466,1029.296
7948,-0.39374478649923167,-0.8916385089850886,1.0109613843249645,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.21891311149532694,1032.724
7949,-0.3828546821904856,-0.8824222759542725,1.1306418535382408,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2180931444992574,1035.931
7950,-0.3726964278439166,-0.8721000949597584,1.1306418535382408,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.21727317750318784,1039.138
7951,-0.36206539350217526,-0.8669390044625013,1.1306418535382408,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.21836646683128058,1043.23
7952,-0.3531829862667658,-0.8636211605714075,1.1306418535382408,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.21044011920260822,1044.888
7953,-0.34600387548222045,-0.8603033166803138,1.1306418535382408,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.20825354054642276,1048.537
7954,-0.3397379372817236,-0.8496124863645671,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.20470035023012134,1052.4080000000001
7955,-0.3296962307444323,-0.8333919162303307,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.20470035023012134,1055.615
7956,-0.3202859907798199,-0.8138535022050005,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2057936395582141,1060.038
7957,-0.3115363543402056,-0.7954210361433683,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.20497367256214452,1064.24
7958,-0.3013715990856819,-0.7803064139728298,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.20442702789809816,1068.442
7959,-0.2940791616624673,-0.7758826221180383,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2003271929177504,1071.2069999999999
7960,-0.2877873076802591,-0.7644544931598262,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.19595403560537944,1073.308
7961,-0.28029732464865575,-0.7508144682742185,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.20114715991381996,1077.952
7962,-0.27077053687476593,-0.7286955090002598,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.20306041623798224,1081.38
7963,-0.2620985892135467,-0.7058392510838358,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.20798021821439958,1085.14
7964,-0.2542750686071519,-0.6844575904523424,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2109867638666546,1088.458
7965,-0.2476432347089353,-0.6697116176030367,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.21399330951890963,1091.443
7966,-0.24092071021641417,-0.6638132284633145,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.21481327651497917,1094.54
7967,-0.23406541492809796,-0.6527537488263351,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2088001852104691,1097.194
7968,-0.2275047981836912,-0.63948237326196,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2107134415346314,1101.285
7969,-0.21933479675333348,-0.6177320633092339,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.21344666485486324,1105.487
7970,-0.21154688472384342,-0.5930325587866467,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2216463348155588,1108.694
7971,-0.20400509941218697,-0.5698076515489902,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.22246630181162835,1111.901
7972,-0.19710447346840274,-0.5554303280209171,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.22519952513186017,1113.56
7973,-0.19054710717797343,-0.5447394977051704,1.370002791964794,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2216463348155588,1115.44
7974,-0.18547607685626313,-0.5336800180681911,1.2503223227515168,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.22191965714758197,1116.656
7975,-0.18021397255074992,-0.5185653958976526,1.2503223227515168,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2216463348155588,1119.752
7976,-0.1726365493788193,-0.500501579157253,1.2503223227515168,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.22219297947960515,1122.627
7977,-0.165418579563392,-0.4754334253134332,1.2503223227515168,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2303926494403007,1125.613
7978,-0.15851795361960774,-0.4477847262209849,1.2503223227515168,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.22574616979590656,1128.488
7979,-0.1532882660037601,-0.4337760520141445,1.2503223227515168,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.23230590576446297,1131.5839999999998
7980,-0.14802616169824692,-0.4275090135531896,1.2503223227515168,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.23394583975660208,1132.911
7981,-0.1444932696253093,-0.4201360271285366,1.1306418535382408,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.23148593876839343,1134.57
7982,-0.13997920898512162,-0.40317815835183507,1.1306418535382408,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2374990300729035,1137.998
7983,-0.134655580320992,-0.37847865382924784,1.1306418535382408,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.24378544370943672,1140.21
7984,-0.13062402175453958,-0.34640616288200776,1.1306418535382408,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.2462453446976454,1142.643
7985,-0.12630747743937115,-0.3106471787224413,1.1306418535382408,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.24870524568585406,1144.633
7986,-0.12231477790380112,-0.29700715383683346,1.1306418535382408,0.36321152961940484,0.6788538769650398,0.6433758501526958,-0.34059296241254017,-0.17892664112868803,-0.1816964364989733,-0.253078402998225,1147.177
