,date,iso_code,total_cases_per_million,people_vaccinated_per_hundred,median_age,icu_patients_per_million,total_deaths_per_million
32728,2021-06-17,DNK,50199.352999999996,50.28,42.3,3.2680000000000002,435.037
32729,2021-06-18,DNK,50234.617,50.88,42.3,3.44,435.037
32730,2021-06-19,DNK,50276.59,51.29,42.3,3.44,435.381
32731,2021-06-20,DNK,50309.962,51.79,42.3,3.2680000000000002,435.381
32732,2021-06-21,DNK,50335.935999999994,52.47,42.3,2.924,435.55300000000005
32733,2021-06-22,DNK,50362.943,53.26,42.3,3.096,435.55300000000005
32734,2021-06-23,DNK,50401.475999999995,53.92,42.3,2.58,435.55300000000005
32735,2021-06-24,DNK,50431.235,54.5,42.3,2.752,435.55300000000005
32736,2021-06-25,DNK,50469.422999999995,55.0,42.3,2.924,435.55300000000005
32737,2021-06-26,DNK,50503.139,55.33,42.3,2.924,435.55300000000005
32738,2021-06-27,DNK,50533.242999999995,55.61,42.3,2.924,435.725
32739,2021-06-28,DNK,50559.217000000004,56.13,42.3,2.408,435.897
32740,2021-06-29,DNK,50601.53400000001,56.66,42.3,2.408,436.069
32741,2021-06-30,DNK,50660.193,57.22,42.3,2.064,436.069
38212,2021-01-02,EST,21724.465,0.19,42.7,35.467,181.861
38213,2021-01-03,EST,21982.541,0.19,42.7,35.467,184.125
38214,2021-01-04,EST,22276.839,0.24,42.7,35.467,189.407
38215,2021-01-05,EST,22600.567000000003,0.38,42.7,38.485,194.68900000000002
38216,2021-01-06,EST,23141.622000000003,0.5,42.7,33.203,196.953
38217,2021-01-07,EST,23959.619,0.6,42.7,31.694000000000003,199.972
38218,2021-01-08,EST,24552.743,0.77,42.7,31.694000000000003,203.745
38219,2021-01-09,EST,24969.287,0.81,42.7,32.448,209.782
38220,2021-01-10,EST,25291.506,0.82,42.7,32.448,213.555
38221,2021-01-11,EST,25509.588,0.89,42.7,33.203,216.57299999999998
38222,2021-01-12,EST,25760.873,1.01,42.7,33.957,220.34599999999998
38223,2021-01-13,EST,26404.555,1.11,42.7,33.203,227.138
38224,2021-01-14,EST,26879.96,1.25,42.7,33.203,234.68400000000003
38225,2021-01-15,EST,27238.398999999998,1.34,42.7,33.203,238.457
38226,2021-01-16,EST,27687.392000000003,1.36,42.7,33.957,241.475
38227,2021-01-17,EST,27980.181,1.36,42.7,33.203,245.248
38228,2021-01-18,EST,28180.153,1.41,42.7,34.711999999999996,251.285
38229,2021-01-19,EST,28630.655,1.47,42.7,33.957,259.586
38230,2021-01-20,EST,29085.683999999997,1.53,42.7,34.711999999999996,263.35900000000004
38231,2021-01-21,EST,29589.764,1.65,42.7,33.957,267.132
38232,2021-01-22,EST,29958.767999999996,1.74,42.7,33.957,270.15
38233,2021-01-23,EST,30323.245,1.76,42.7,33.957,277.69599999999997
38234,2021-01-24,EST,30724.697,1.77,42.7,30.939,283.733
38235,2021-01-25,EST,30920.141,1.8,42.7,29.43,289.01599999999996
38236,2021-01-26,EST,31188.028,1.86,42.7,30.939,295.807
38237,2021-01-27,EST,31667.96,1.9,42.7,32.448,300.335
38238,2021-01-28,EST,32188.64,1.99,42.7,31.694000000000003,306.372
38239,2021-01-29,EST,32707.057,2.08,42.7,27.921,308.635
38240,2021-01-30,EST,33011.92,2.1,42.7,28.675,310.145
38241,2021-01-31,EST,33359.795,2.12,42.7,23.393,316.182
38242,2021-02-01,EST,33636.737,2.17,42.7,24.148000000000003,318.445
38243,2021-02-02,EST,33940.845,2.27,42.7,24.901999999999997,319.955
38244,2021-02-03,EST,34457.752,2.39,42.7,27.166,326.746
38245,2021-02-04,EST,34964.096,2.55,42.7,24.901999999999997,334.292
38246,2021-02-05,EST,35410.07,2.66,42.7,24.901999999999997,337.311
38247,2021-02-06,EST,35853.026,2.69,42.7,23.393,344.102
38248,2021-02-07,EST,36166.943999999996,2.7,42.7,23.393,347.875
38249,2021-02-08,EST,36422.757000000005,2.77,42.7,26.410999999999998,351.648
38250,2021-02-09,EST,36831.755,2.94,42.7,24.901999999999997,357.685
38251,2021-02-10,EST,37432.425,3.14,42.7,23.393,359.949
38252,2021-02-11,EST,37941.786,3.35,42.7,25.656999999999996,362.213
38253,2021-02-12,EST,38479.823,3.46,42.7,27.166,366.74
38254,2021-02-13,EST,39050.308,3.47,42.7,27.166,370.51300000000003
38255,2021-02-14,EST,39553.633,3.47,42.7,26.410999999999998,373.532
38256,2021-02-15,EST,39863.778,3.52,42.7,26.410999999999998,378.06
38257,2021-02-16,EST,40329.372,3.66,42.7,26.410999999999998,383.342
38258,2021-02-17,EST,40975.318,3.93,42.7,27.921,384.851
38259,2021-02-18,EST,41726.155,4.33,42.7,28.675,387.869
38260,2021-02-19,EST,42443.789000000004,4.62,42.7,27.166,390.88800000000003
38261,2021-02-20,EST,43037.667,4.66,42.7,30.939,398.434
38262,2021-02-21,EST,43477.605,4.7,42.7,33.203,403.716
38263,2021-02-22,EST,44103.176,4.86,42.7,30.184,407.48900000000003
38264,2021-02-23,EST,44829.111,5.14,42.7,30.939,417.29900000000004
38265,2021-02-24,EST,45635.03400000001,5.17,42.7,32.448,420.31800000000004
38266,2021-02-25,EST,46504.345,5.45,42.7,30.939,427.86400000000003
38267,2021-02-26,EST,47412.140999999996,5.84,42.7,31.694000000000003,433.901
38268,2021-02-27,EST,48596.124,5.92,42.7,33.203,440.69199999999995
38269,2021-02-28,EST,49502.41,5.93,42.7,35.467,444.465
38270,2021-03-01,EST,50278.149000000005,6.12,42.7,36.221,451.25699999999995
38271,2021-03-02,EST,51116.52099999999,6.34,42.7,39.994,456.539
38272,2021-03-03,EST,52213.724,6.56,42.7,42.258,464.085
38273,2021-03-04,EST,53283.005999999994,6.95,42.7,43.013000000000005,470.12199999999996
38274,2021-03-05,EST,54440.577000000005,7.37,42.7,43.013000000000005,480.68699999999995
38275,2021-03-06,EST,55602.677,7.64,42.7,40.749,485.969
38276,2021-03-07,EST,56598.007000000005,7.71,42.7,43.766999999999996,492.76
38277,2021-03-08,EST,57488.447,7.97,42.7,43.766999999999996,503.325
38278,2021-03-09,EST,58475.477,8.27,42.7,45.277,504.834
38279,2021-03-10,EST,59593.809,8.58,42.7,46.786,510.871
38280,2021-03-11,EST,61069.825999999994,9.19,42.7,49.05,517.6619999999999
38281,2021-03-12,EST,62093.831,9.63,42.7,50.559,524.4540000000001
38282,2021-03-13,EST,63290.643,10.03,42.7,52.823,535.773
38283,2021-03-14,EST,63996.203,10.43,42.7,50.559,542.565
38284,2021-03-15,EST,64961.349,10.69,42.7,49.803999999999995,549.356
38285,2021-03-16,EST,66064.589,10.97,42.7,52.823,557.6569999999999
38286,2021-03-17,EST,67410.058,11.36,42.7,52.068000000000005,562.184
38287,2021-03-18,EST,68692.895,11.86,42.7,54.332,571.994
38288,2021-03-19,EST,70012.708,12.34,42.7,52.068000000000005,580.295
38289,2021-03-20,EST,70954.461,12.51,42.7,51.313,588.596
38290,2021-03-21,EST,71990.54,12.61,42.7,51.313,593.878
38291,2021-03-22,EST,72739.868,12.76,42.7,54.332,601.424
38292,2021-03-23,EST,73541.26400000001,12.97,42.7,53.577,610.479
38293,2021-03-24,EST,74712.418,13.36,42.7,50.559,621.044
38294,2021-03-25,EST,75790.756,14.0,42.7,49.803999999999995,630.854
38295,2021-03-26,EST,76658.557,14.44,42.7,54.332,639.155
38296,2021-03-27,EST,77527.113,14.6,42.7,54.332,648.965
38297,2021-03-28,EST,78200.225,14.64,42.7,54.332,655.001
38298,2021-03-29,EST,78640.917,14.78,42.7,54.332,663.302
38299,2021-03-30,EST,79547.958,14.98,42.7,57.35,676.13
38300,2021-03-31,EST,80308.605,15.32,42.7,54.332,680.658
38301,2021-04-01,EST,80934.177,15.92,42.7,55.086999999999996,685.186
38302,2021-04-02,EST,81813.297,16.19,42.7,55.086999999999996,695.75
38303,2021-04-03,EST,82204.94,16.78,42.7,53.577,702.5419999999999
38304,2021-04-04,EST,82553.57,17.08,42.7,53.577,710.0880000000001
38305,2021-04-05,EST,82841.83099999999,17.27,42.7,54.332,716.8789999999999
38306,2021-04-06,EST,83520.225,17.45,42.7,51.313,727.444
38307,2021-04-07,EST,84262.761,17.82,42.7,54.332,736.4989999999999
38308,2021-04-08,EST,84834.00099999999,18.7,42.7,52.823,747.064
38309,2021-04-09,EST,85344.87199999999,19.42,42.7,55.086999999999996,759.138
38310,2021-04-10,EST,85826.31300000001,19.52,42.7,52.823,769.702
38311,2021-04-11,EST,86156.832,19.54,42.7,52.068000000000005,775.7389999999999
38312,2021-04-12,EST,86359.82199999999,19.65,42.7,47.54,782.53
38313,2021-04-13,EST,86840.509,19.82,42.7,46.031000000000006,791.586
38314,2021-04-14,EST,87254.79,20.22,42.7,42.258,797.623
38315,2021-04-15,EST,87685.67199999999,20.93,42.7,39.994,802.905
38316,2021-04-16,EST,88046.375,21.55,42.7,40.749,807.433
38317,2021-04-17,EST,88297.66,21.65,42.7,39.24,816.488
38318,2021-04-18,EST,88707.414,21.72,42.7,39.994,824.034
38319,2021-04-19,EST,88879.465,21.81,42.7,43.766999999999996,830.071
38320,2021-04-20,EST,89283.181,21.96,42.7,44.522,833.0889999999999
38321,2021-04-21,EST,89639.35699999999,22.28,42.7,46.031000000000006,836.862
38322,2021-04-22,EST,89963.084,22.9,42.7,42.258,845.163
38323,2021-04-23,EST,90258.89199999999,23.33,42.7,43.766999999999996,849.691
38324,2021-04-24,EST,90553.189,23.4,42.7,46.031000000000006,857.9910000000001
38325,2021-04-25,EST,90715.431,23.49,42.7,43.013000000000005,862.5189999999999
38326,2021-04-26,EST,90838.43199999999,23.6,42.7,41.504,864.028
38327,2021-04-27,EST,91184.043,23.86,42.7,39.24,866.2919999999999
38328,2021-04-28,EST,91482.869,24.36,42.7,40.749,866.2919999999999
38329,2021-04-29,EST,91803.57800000001,24.98,42.7,37.73,873.8380000000001
38330,2021-04-30,EST,92076.74699999999,25.41,42.7,38.485,876.102
38331,2021-05-01,EST,92401.984,25.48,42.7,39.994,879.875
38332,2021-05-02,EST,92579.317,25.6,42.7,38.485,881.3839999999999
38333,2021-05-03,EST,92774.006,25.77,42.7,37.73,884.403
38334,2021-05-04,EST,93076.605,26.15,42.7,36.976,888.176
38335,2021-05-05,EST,93406.37,26.69,42.7,33.203,892.704
38336,2021-05-06,EST,93682.55699999999,27.34,42.7,33.203,895.722
38337,2021-05-07,EST,93970.81800000001,27.82,42.7,32.448,900.25
38338,2021-05-08,EST,94251.53300000001,28.05,42.7,33.203,901.7589999999999
38339,2021-05-09,EST,94421.32,28.14,42.7,30.184,906.2869999999999
38340,2021-05-10,EST,94580.543,28.3,42.7,27.166,908.55
38341,2021-05-11,EST,94851.44699999999,28.58,42.7,26.410999999999998,910.06
38342,2021-05-12,EST,95129.144,29.04,42.7,24.148000000000003,913.078
38343,2021-05-13,EST,95355.52699999999,29.48,42.7,25.656999999999996,914.587
38344,2021-05-14,EST,95565.308,29.94,42.7,24.901999999999997,918.36
38345,2021-05-15,EST,95776.599,30.17,42.7,24.148000000000003,920.6239999999999
