,Entity,Code,Day,facial_coverings,restriction_gatherings
124383,Moldova,MDA,2021-08-01,,4.0
124384,Moldova,MDA,2021-08-02,,4.0
124385,Moldova,MDA,2021-08-03,,4.0
124386,Moldova,MDA,2021-08-04,,4.0
124387,Moldova,MDA,2021-08-05,,4.0
124388,Moldova,MDA,2021-08-06,,4.0
124389,Moldova,MDA,2021-08-07,,4.0
124390,Moldova,MDA,2021-08-08,,4.0
124391,Moldova,MDA,2021-08-09,,4.0
124392,Moldova,MDA,2021-08-10,,4.0
124393,Moldova,MDA,2021-08-11,,4.0
124394,Namibia,NAM,2020-12-01,,2.0
124395,Namibia,NAM,2020-12-02,,2.0
124396,Namibia,NAM,2020-12-03,,2.0
124397,Namibia,NAM,2020-12-04,,2.0
124398,Namibia,NAM,2020-12-05,,2.0
124399,Namibia,NAM,2020-12-06,,2.0
124400,Namibia,NAM,2020-12-07,,2.0
124401,Oman,OMN,2021-08-16,,4.0
124402,Oman,OMN,2021-08-17,,4.0
124403,Oman,OMN,2021-08-18,,4.0
124404,Oman,OMN,2021-08-19,,4.0
124405,Oman,OMN,2021-08-20,,4.0
124406,Oman,OMN,2021-08-21,,4.0
124407,Oman,OMN,2021-08-22,,4.0
124408,Oman,OMN,2021-08-23,,4.0
124409,Pakistan,PAK,2020-05-30,,4.0
124410,Palestine,PSE,2021-01-12,,3.0
124411,Palestine,PSE,2021-01-13,,3.0
124412,Palestine,PSE,2021-01-14,,3.0
124413,Palestine,PSE,2021-01-15,,3.0
124414,Palestine,PSE,2021-01-16,,3.0
124415,Palestine,PSE,2021-01-17,,3.0
124416,Panama,PAN,2021-11-07,,4.0
124417,Panama,PAN,2021-11-08,,4.0
124418,Panama,PAN,2021-11-09,,4.0
124419,Paraguay,PRY,2021-05-03,,3.0
124420,Paraguay,PRY,2021-05-04,,3.0
124421,Paraguay,PRY,2021-05-05,,3.0
124422,Paraguay,PRY,2021-05-06,,3.0
124423,Paraguay,PRY,2021-05-07,,3.0
124424,Paraguay,PRY,2021-05-08,,3.0
124425,Paraguay,PRY,2021-05-09,,3.0
124426,Paraguay,PRY,2021-05-10,,3.0
124427,Paraguay,PRY,2021-05-11,,3.0
124428,Paraguay,PRY,2021-05-12,,3.0
124429,Paraguay,PRY,2021-05-13,,3.0
124430,Paraguay,PRY,2021-05-14,,3.0
124431,Paraguay,PRY,2021-05-15,,3.0
124432,Paraguay,PRY,2021-05-16,,3.0
124433,Paraguay,PRY,2021-05-17,,3.0
124434,Paraguay,PRY,2021-05-18,,3.0
124435,Paraguay,PRY,2021-05-19,,3.0
124436,Peru,PER,2021-02-01,,4.0
124437,Peru,PER,2021-02-02,,4.0
124438,Peru,PER,2021-02-03,,4.0
124439,Peru,PER,2021-02-04,,4.0
124440,Peru,PER,2021-02-05,,4.0
124441,Puerto Rico,PRI,2021-08-24,,2.0
124442,Puerto Rico,PRI,2021-08-25,,2.0
124443,Puerto Rico,PRI,2021-08-26,,2.0
124444,Puerto Rico,PRI,2021-08-27,,2.0
124445,Puerto Rico,PRI,2021-08-28,,2.0
124446,Puerto Rico,PRI,2021-08-29,,2.0
124447,Puerto Rico,PRI,2021-08-30,,2.0
124448,Puerto Rico,PRI,2021-08-31,,2.0
124449,Puerto Rico,PRI,2021-09-01,,2.0
124450,Seychelles,SYC,2021-10-19,,4.0
124451,Seychelles,SYC,2021-10-20,,4.0
124452,Seychelles,SYC,2021-10-21,,4.0
124453,Seychelles,SYC,2021-10-22,,4.0
124454,Seychelles,SYC,2021-10-23,,4.0
124455,Seychelles,SYC,2021-10-24,,4.0
124456,Seychelles,SYC,2021-10-25,,4.0
124457,Seychelles,SYC,2021-10-26,,4.0
124458,Seychelles,SYC,2021-10-27,,4.0
124459,Seychelles,SYC,2021-10-28,,4.0
124460,Seychelles,SYC,2021-10-29,,4.0
124461,Seychelles,SYC,2021-10-30,,4.0
124462,Seychelles,SYC,2021-10-31,,4.0
124463,Seychelles,SYC,2021-11-01,,4.0
124464,Slovakia,SVK,2021-06-28,,4.0
124465,Slovakia,SVK,2021-06-29,,4.0
