Entity,Code,Day,testing_policy,vaccination_policy,facial_coverings,restriction_gatherings,stay_home_requirements,total_cases,new_cases
Canada,CAN,9/11/20,2,0,3,4,1,273304,4909
Canada,CAN,10/11/20,2,0,3,4,1,277892,4588
Canada,CAN,11/11/20,2,0,3,4,1,281888,3996
Canada,CAN,12/11/20,2,0,3,4,1,287329,5441
Canada,CAN,13/11/20,2,0,3,4,1,292173,4844
Canada,CAN,14/11/20,2,0,3,4,1,296394,4221
Canada,CAN,15/11/20,2,0,3,4,1,300597,4203
Canada,CAN,16/11/20,2,0,3,4,1,306437,5840
Canada,CAN,17/11/20,2,0,3,4,1,311043,4606
Canada,CAN,18/11/20,2,0,3,4,1,315586,4543
Canada,CAN,19/11/20,2,0,3,4,1,320481,4895
Canada,CAN,20/11/20,2,0,3,4,1,325356,4875
Canada,CAN,21/11/20,2,0,3,4,1,330240,4884
Canada,CAN,22/11/20,2,0,3,4,1,335038,4798
Canada,CAN,23/11/20,2,0,3,4,1,341746,6708
Canada,CAN,24/11/20,2,0,3,4,1,347135,5389
Canada,CAN,25/11/20,2,0,3,4,1,352376,5241
Canada,CAN,26/11/20,2,0,3,4,1,357926,5550
Canada,CAN,27/11/20,2,0,3,4,1,363884,5958
Canada,CAN,28/11/20,2,0,3,4,1,369510,5626
Canada,CAN,29/11/20,2,0,3,4,1,374880,5370
Canada,CAN,30/11/20,2,0,3,4,1,382708,7828
Canada,CAN,1/12/20,2,0,3,4,1,388543,5835
Canada,CAN,2/12/20,2,0,3,4,1,395028,6485
Canada,CAN,3/12/20,2,0,3,4,1,401325,6297
Canada,CAN,4/12/20,2,0,3,4,1,408165,6840
Canada,CAN,5/12/20,2,0,3,4,1,414131,5966
Canada,CAN,6/12/20,2,0,3,4,1,420281,6150
Canada,CAN,7/12/20,2,0,3,4,1,428054,7773
Canada,CAN,8/12/20,2,0,3,4,1,434320,6266
Canada,CAN,9/12/20,2,0,3,4,1,440737,6417
Canada,CAN,10/12/20,2,0,3,4,1,447341,6604
Canada,CAN,11/12/20,2,0,3,4,1,454254,6913
Canada,CAN,12/12/20,2,0,3,4,1,460332,6078
Canada,CAN,13/12/20,2,0,3,4,1,466016,5684
Canada,CAN,14/12/20,2,0,3,4,1,474661,8645
Canada,CAN,15/12/20,2,2,3,4,1,480952,6291
Canada,CAN,16/12/20,2,2,3,4,1,487685,6733
Canada,CAN,17/12/20,2,2,3,4,1,495152,7467
Canada,CAN,18/12/20,2,2,3,4,1,502197,7045
Canada,CAN,19/12/20,2,2,3,4,1,508674,6477
Canada,CAN,20/12/20,2,2,3,4,1,514500,5826
Canada,CAN,21/12/20,2,2,3,4,1,522076,7576
Canada,CAN,22/12/20,2,2,3,4,1,528307,6231
Canada,CAN,23/12/20,2,2,3,4,1,535204,6897
Canada,CAN,24/12/20,2,2,3,4,1,541936,6732
Canada,CAN,25/12/20,2,2,3,4,1,545983,4047
Canada,CAN,26/12/20,2,2,3,4,1,551184,5201
Canada,CAN,27/12/20,2,2,3,4,1,556649,5465
Canada,CAN,28/12/20,2,2,3,4,1,563156,6507
Canada,CAN,29/12/20,2,2,3,4,1,571823,8667
Canada,CAN,30/12/20,2,2,3,4,1,580573,8750
Canada,CAN,31/12/20,2,2,3,4,1,587429,6856
Canada,CAN,1/1/21,2,2,3,4,1,591149,3720
Canada,CAN,2/1/21,2,2,3,4,1,598091,6942
Canada,CAN,3/1/21,2,2,3,4,1,608734,10643
Canada,CAN,4/1/21,2,2,3,4,1,618801,10067
Canada,CAN,5/1/21,2,2,3,4,1,626129,7328
Canada,CAN,6/1/21,2,2,3,4,1,634437,8308
Canada,CAN,7/1/21,2,2,3,4,1,642978,8541
Canada,CAN,8/1/21,2,2,3,4,1,652373,9395
Canada,CAN,9/1/21,2,2,3,4,2,659647,7274
Canada,CAN,10/1/21,2,2,3,4,2,666375,6728
Canada,CAN,11/1/21,2,2,3,4,2,674624,8249
Canada,CAN,12/1/21,2,2,3,4,2,681015,6391
Canada,CAN,13/1/21,2,2,3,4,2,688097,7082
Canada,CAN,14/1/21,2,2,3,4,2,695359,7262
Canada,CAN,15/1/21,2,2,3,4,2,702203,6844
Canada,CAN,16/1/21,2,2,3,4,2,708263,6060
Canada,CAN,17/1/21,2,2,3,4,2,714316,6053
Canada,CAN,18/1/21,2,2,3,4,2,720440,6124
Canada,CAN,19/1/21,2,2,3,4,2,725599,5159
Canada,CAN,20/1/21,2,3,3,4,2,731371,5772
Canada,CAN,21/1/21,2,3,3,4,2,737654,6283
Canada,CAN,22/1/21,2,3,3,4,2,743384,5730
Canada,CAN,23/1/21,2,3,3,4,2,748123,4739
Canada,CAN,24/1/21,2,3,3,4,2,752510,4387
Canada,CAN,25/1/21,2,3,3,4,2,758142,5632
Canada,CAN,26/1/21,2,3,3,4,2,762368,4226
Canada,CAN,27/1/21,2,3,3,4,2,766633,4265
Canada,CAN,28/1/21,2,3,3,4,2,771358,4725
Canada,CAN,29/1/21,2,3,3,4,2,776171,4813
Canada,CAN,30/1/21,2,3,3,4,2,780147,3976
Canada,CAN,31/1/21,2,3,3,4,2,783735,3588
Canada,CAN,1/2/21,2,3,3,4,2,788323,4588
Canada,CAN,2/2/21,2,3,3,4,2,791385,3062
Canada,CAN,3/2/21,2,3,3,4,2,794681,3296
Canada,CAN,4/2/21,2,3,3,4,2,798650,3969
Canada,CAN,5/2/21,2,3,3,4,2,802904,4254
Canada,CAN,6/2/21,2,3,3,4,2,806010,3106
Canada,CAN,7/2/21,2,3,3,4,2,808973,2963
Canada,CAN,8/2/21,2,3,3,4,2,812700,3727
Canada,CAN,9/2/21,2,3,3,4,2,815526,2826
Canada,CAN,10/2/21,2,3,3,4,2,818967,3441
Canada,CAN,11/2/21,2,3,3,4,2,822038,3071
Canada,CAN,12/2/21,2,3,3,4,2,824754,2716
Canada,CAN,13/2/21,2,3,3,4,2,828335,3581
Canada,CAN,14/2/21,2,3,3,4,2,830352,2017
Canada,CAN,15/2/21,2,3,3,4,2,832058,1706
Canada,CAN,16/2/21,2,3,3,4,2,836455,4397
Canada,CAN,17/2/21,2,3,3,4,2,838998,2543
Canada,CAN,18/2/21,2,3,3,4,2,842393,3395
Canada,CAN,19/2/21,2,3,3,4,2,845454,3061
Canada,CAN,20/2/21,2,3,3,4,2,848060,2606
Canada,CAN,21/2/21,2,3,3,4,2,850617,2557
Canada,CAN,22/2/21,2,3,3,4,2,853901,3284
Canada,CAN,23/2/21,2,3,3,4,2,857206,3305
Canada,CAN,24/2/21,2,3,3,4,2,860200,2994
Canada,CAN,25/2/21,2,3,3,4,2,863301,3101
Canada,CAN,26/2/21,2,3,3,4,2,866528,3227
Canada,CAN,27/2/21,2,3,3,4,2,869058,2530
Canada,CAN,28/2/21,2,3,3,4,2,871243,2185
Canada,CAN,1/3/21,2,3,3,4,2,874909,3666
Canada,CAN,2/3/21,2,3,3,4,2,877747,2838
Canada,CAN,3/3/21,2,3,3,4,2,880487,2740
Canada,CAN,4/3/21,2,3,3,4,2,883619,3132
Canada,CAN,5/3/21,2,3,3,4,2,886492,2873
Canada,CAN,6/3/21,2,3,3,4,2,889255,2763
Canada,CAN,7/3/21,2,3,3,4,2,891807,2552
Canada,CAN,8/3/21,2,3,3,4,2,895889,4082
Canada,CAN,9/3/21,2,3,3,4,2,898963,3074
Canada,CAN,10/3/21,2,3,3,4,2,901948,2985
Canada,CAN,11/3/21,2,3,3,4,2,905071,3123
Canada,CAN,12/3/21,2,3,3,4,2,908645,3574
Canada,CAN,13/3/21,2,3,3,4,2,911560,2915
Canada,CAN,14/3/21,2,3,3,4,2,914204,2644
Canada,CAN,15/3/21,2,3,3,4,2,917994,3790
Canada,CAN,16/3/21,2,3,3,4,2,921011,3017
Canada,CAN,17/3/21,2,3,3,4,2,924444,3433
Canada,CAN,18/3/21,2,3,3,4,2,928117,3673
Canada,CAN,19/3/21,2,3,3,4,2,932391,4274
Canada,CAN,20/3/21,2,3,3,4,2,935714,3323
Canada,CAN,21/3/21,2,3,3,4,2,938856,3142
Canada,CAN,22/3/21,2,3,3,4,2,943715,4859
Canada,CAN,23/3/21,2,3,3,4,2,947393,3678
Canada,CAN,24/3/21,2,3,3,4,2,951589,4196
Canada,CAN,25/3/21,2,3,3,4,2,956755,5166
Canada,CAN,26/3/21,2,3,3,4,2,961839,5084
Canada,CAN,27/3/21,2,3,3,4,2,966076,4237
Canada,CAN,28/3/21,2,3,3,4,2,970166,4090
Canada,CAN,29/3/21,2,3,3,4,2,976479,6313
Canada,CAN,30/3/21,2,3,3,4,2,980365,3886
Canada,CAN,31/3/21,2,3,3,4,2,989493,9128
Canada,CAN,1/4/21,2,3,3,4,2,995249,5756
Canada,CAN,2/4/21,2,3,3,4,2,998882,3633
Canada,CAN,3/4/21,2,3,3,4,2,1005978,7096
Canada,CAN,4/4/21,2,3,3,4,2,1009472,3494
Canada,CAN,5/4/21,2,3,3,4,2,1017761,8289
Canada,CAN,6/4/21,2,3,3,4,2,1028626,10865
Canada,CAN,7/4/21,2,3,3,4,2,1036386,7760
Canada,CAN,8/4/21,2,3,3,4,2,1044733,8347
Canada,CAN,9/4/21,2,3,3,4,2,1053999,9266
Canada,CAN,10/4/21,2,3,3,4,2,1061369,7370
Canada,CAN,11/4/21,2,3,3,4,2,1069041,7672
Canada,CAN,12/4/21,2,3,3,4,2,1079582,10541
Canada,CAN,13/4/21,2,3,3,4,2,1087048,7466
Canada,CAN,14/4/21,2,3,3,4,2,1096000,8952
Canada,CAN,15/4/21,2,3,3,4,2,1105778,9778
Canada,CAN,16/4/21,2,3,3,4,2,1115036,9258
Canada,CAN,17/4/21,2,3,3,4,2,1122116,7080
Canada,CAN,18/4/21,2,3,3,4,2,1130006,7890
Canada,CAN,19/4/21,2,3,3,4,2,1140322,10316
Canada,CAN,20/4/21,2,3,3,4,2,1147636,7314
Canada,CAN,21/4/21,2,3,3,4,2,1155855,8219
Canada,CAN,22/4/21,2,3,3,4,2,1164756,8901
Canada,CAN,23/4/21,2,3,3,4,2,1173220,8464
Canada,CAN,24/4/21,2,3,3,4,2,1180681,7461
Canada,CAN,25/4/21,2,3,3,4,2,1187484,6803
Canada,CAN,26/4/21,2,3,3,4,2,1196400,8916
Canada,CAN,27/4/21,2,3,3,4,2,1203429,7029
Canada,CAN,28/4/21,2,3,3,4,2,1211651,8222
Canada,CAN,29/4/21,2,3,3,4,2,1220914,9263
Canada,CAN,30/4/21,2,3,3,4,2,1229305,8391
Canada,CAN,1/5/21,2,3,3,4,2,1235669,6364
Canada,CAN,2/5/21,2,3,3,4,2,1241406,5737
Canada,CAN,3/5/21,2,3,3,4,2,1252391,10985
Canada,CAN,4/5/21,2,3,3,4,2,1259137,6746
Canada,CAN,5/5/21,2,3,3,4,2,1266916,7779
Canada,CAN,6/5/21,2,3,3,4,2,1275006,8090
Canada,CAN,7/5/21,2,3,3,4,2,1282734,7728
Canada,CAN,8/5/21,2,3,3,4,2,1288676,5942
Canada,CAN,9/5/21,2,3,3,4,2,1294120,5444
Canada,CAN,10/5/21,2,3,3,4,2,1302993,8873
Canada,CAN,11/5/21,2,3,3,4,2,1308541,5548
Canada,CAN,12/5/21,2,3,3,4,2,1315211,6670
Canada,CAN,13/5/21,2,3,3,4,2,1321104,5893
Canada,CAN,14/5/21,2,3,3,4,2,1327839,6735
Canada,CAN,15/5/21,2,3,3,4,2,1332229,4390
Canada,CAN,16/5/21,2,3,3,4,2,1336374,4145
Canada,CAN,17/5/21,2,4,3,4,2,1342824,6450
Canada,CAN,18/5/21,2,4,3,4,2,1346736,3912
Canada,CAN,19/5/21,2,4,3,4,2,1351766,5030
Canada,CAN,20/5/21,2,4,3,4,2,1356616,4850
Canada,CAN,21/5/21,2,4,3,4,2,1360950,4334
Canada,CAN,22/5/21,2,4,3,4,2,1364195,3245
Canada,CAN,23/5/21,2,4,3,4,2,1367023,2828
Canada,CAN,24/5/21,2,4,3,4,2,1368739,1716
Canada,CAN,25/5/21,2,4,3,4,2,1372492,3753
Canada,CAN,26/5/21,2,4,3,4,2,1374976,2484
Canada,CAN,27/5/21,2,4,3,4,2,1379674,4698
Canada,CAN,28/5/21,2,4,3,4,2,1382769,3095
Canada,CAN,29/5/21,2,4,3,4,1,1384928,2159
Canada,CAN,30/5/21,2,4,3,4,1,1386871,1943
Canada,CAN,31/5/21,2,4,3,4,1,1389814,2943
Canada,CAN,1/6/21,2,4,3,4,1,1391540,1726
Canada,CAN,2/6/21,2,4,3,4,1,1393732,2192
Canada,CAN,3/6/21,2,4,3,4,1,1395909,2177
Canada,CAN,4/6/21,2,5,3,4,1,1397898,1989
Canada,CAN,5/6/21,2,5,3,4,1,1399231,1333
Canada,CAN,6/6/21,2,5,3,4,1,1400580,1349
Canada,CAN,7/6/21,2,5,3,4,1,1402369,1789
Canada,CAN,8/6/21,2,5,3,4,1,1403490,1121
Canada,CAN,9/6/21,2,5,3,4,1,1404927,1437
Canada,CAN,10/6/21,2,5,3,4,1,1406417,1490
Canada,CAN,11/6/21,2,5,3,4,1,1407798,1381
Canada,CAN,12/6/21,2,5,3,4,1,1408935,1137
Canada,CAN,13/6/21,2,5,3,4,1,1409909,974
Canada,CAN,14/6/21,2,5,3,4,1,1411228,1319
Canada,CAN,15/6/21,2,5,3,4,1,1412121,893
Canada,CAN,16/6/21,2,5,3,4,1,1413203,1082
Canada,CAN,17/6/21,2,5,3,4,1,1414304,1101
Canada,CAN,18/6/21,2,5,3,4,1,1415272,968
Canada,CAN,19/6/21,2,5,3,4,1,1416009,737
Canada,CAN,20/6/21,2,5,3,4,1,1416589,580
Canada,CAN,21/6/21,2,5,3,4,1,1417625,1036
Canada,CAN,22/6/21,2,5,3,4,1,1418135,510
Canada,CAN,23/6/21,2,5,3,4,1,1418853,718
Canada,CAN,24/6/21,2,5,3,4,1,1419569,716
Canada,CAN,25/6/21,2,5,3,4,1,1420191,622
Canada,CAN,26/6/21,2,5,3,4,1,1420724,533
Canada,CAN,27/6/21,2,5,3,4,1,1421122,398
Canada,CAN,28/6/21,2,5,3,4,1,1422053,931
Canada,CAN,29/6/21,2,5,3,4,1,1422618,565
Canada,CAN,30/6/21,2,5,3,4,1,1423170,552
Canada,CAN,1/7/21,2,5,3,4,1,1423321,151
Canada,CAN,2/7/21,2,5,3,4,1,1424160,839
Canada,CAN,3/7/21,2,5,3,4,1,1424502,342
Canada,CAN,4/7/21,2,5,3,4,1,1424784,282
Canada,CAN,5/7/21,2,5,3,4,1,1425594,810
Canada,CAN,6/7/21,2,5,3,4,1,1425884,290
Canada,CAN,7/7/21,2,5,3,4,1,1426435,551
Canada,CAN,8/7/21,2,5,3,4,1,1427027,592
Canada,CAN,9/7/21,2,5,3,4,1,1427582,555
Canada,CAN,10/7/21,2,5,3,4,1,1427899,317
Canada,CAN,11/7/21,2,5,3,4,1,1428162,263
Canada,CAN,12/7/21,2,5,3,4,1,1428689,527
Canada,CAN,13/7/21,2,5,3,4,1,1429029,340
Canada,CAN,14/7/21,2,5,3,4,1,1429369,340
Canada,CAN,15/7/21,2,5,3,4,1,1429747,378
Canada,CAN,16/7/21,2,5,3,4,1,1430127,380
Canada,CAN,17/7/21,2,5,3,4,1,1430437,310
Canada,CAN,18/7/21,2,5,3,4,1,1430740,303
Canada,CAN,19/7/21,2,5,3,4,1,1431378,638
Canada,CAN,20/7/21,2,5,3,4,1,1431691,313
Canada,CAN,21/7/21,2,5,3,4,1,1432208,517
Canada,CAN,22/7/21,2,5,3,4,1,1432606,398
Canada,CAN,23/7/21,2,5,3,4,1,1433200,594
Canada,CAN,24/7/21,2,5,3,4,1,1433525,325
Canada,CAN,25/7/21,2,5,3,4,1,1433792,267
Canada,CAN,26/7/21,2,5,3,4,1,1434866,1074
Canada,CAN,27/7/21,2,5,3,4,1,1435403,537
Canada,CAN,28/7/21,2,5,3,4,1,1436199,796
Canada,CAN,29/7/21,2,5,3,4,1,1437111,912
Canada,CAN,30/7/21,2,5,3,4,1,1438021,910
Canada,CAN,31/7/21,2,5,3,4,1,1438457,436
Canada,CAN,1/8/21,2,5,3,4,1,1438817,360
Canada,CAN,2/8/21,2,5,3,4,1,1439032,215
Canada,CAN,3/8/21,2,5,3,4,1,1441275,2243
Canada,CAN,4/8/21,2,5,3,4,1,1442255,980
Canada,CAN,5/8/21,2,5,3,4,1,1443778,1523
Canada,CAN,6/8/21,2,5,3,4,1,1445330,1552
Canada,CAN,7/8/21,2,5,3,4,1,1445915,585
Canada,CAN,8/8/21,2,5,3,4,1,1446497,582
Canada,CAN,9/8/21,2,5,3,4,1,1449706,3209
Canada,CAN,10/8/21,2,5,3,4,1,1451040,1334
Canada,CAN,11/8/21,2,5,3,4,1,1453000,1960
Canada,CAN,12/8/21,2,5,3,4,1,1455141,2141
Canada,CAN,13/8/21,2,5,3,4,1,1457458,2317
Canada,CAN,14/8/21,2,5,3,4,1,1458326,868
Canada,CAN,15/8/21,2,5,3,4,1,1459070,744
Canada,CAN,16/8/21,2,5,3,4,1,1463616,4546
Canada,CAN,17/8/21,2,5,3,4,1,1465478,1862
Canada,CAN,18/8/21,2,5,3,4,1,1467834,2356
Canada,CAN,19/8/21,2,5,3,4,1,1470803,2969
Canada,CAN,20/8/21,2,5,3,4,1,1473801,2998
Canada,CAN,21/8/21,2,5,3,4,1,1474854,1053
Canada,CAN,22/8/21,2,5,3,4,1,1476010,1156
Canada,CAN,23/8/21,2,5,3,4,1,1481438,5428
Canada,CAN,24/8/21,2,5,3,4,1,1483660,2222
Canada,CAN,25/8/21,2,5,3,4,1,1487197,3537
Canada,CAN,26/8/21,2,5,3,4,1,1490617,3420
Canada,CAN,27/8/21,2,5,3,4,1,1494397,3780
Canada,CAN,28/8/21,2,5,3,4,1,1495859,1462
Canada,CAN,29/8/21,2,5,3,4,1,1497283,1424
Canada,CAN,30/8/21,2,5,3,4,1,1504157,6874
Canada,CAN,31/8/21,2,5,3,4,1,1507092,2935
Canada,CAN,1/9/21,2,5,3,4,1,1511046,3954
Canada,CAN,2/9/21,2,5,3,4,2,1515042,3996
Canada,CAN,3/9/21,2,5,3,4,2,1519248,4206
Canada,CAN,4/9/21,2,5,3,4,2,1520892,1644
Canada,CAN,5/9/21,2,5,3,4,2,1522625,1733
Canada,CAN,6/9/21,2,5,3,4,2,1523668,1043
Canada,CAN,7/9/21,2,5,3,4,2,1533589,9921
Canada,CAN,8/9/21,2,5,3,4,2,1537294,3705
Canada,CAN,9/9/21,2,5,3,4,2,1541555,4261
Canada,CAN,10/9/21,2,5,3,4,2,1546154,4599
Canada,CAN,11/9/21,2,5,3,4,2,1547067,913
Canada,CAN,12/9/21,2,5,3,4,2,1549841,2774
Canada,CAN,13/9/21,2,5,3,4,2,1559129,9288
Canada,CAN,14/9/21,2,5,3,4,2,1563143,4014
Canada,CAN,15/9/21,2,5,3,4,2,1567557,4414
Canada,CAN,16/9/21,2,5,3,4,2,1572228,4671
Canada,CAN,17/9/21,2,5,3,4,2,1577335,5107
Canada,CAN,18/9/21,2,5,3,4,1,1579181,1846
Canada,CAN,19/9/21,2,5,3,4,1,1581003,1822
Canada,CAN,20/9/21,2,5,3,4,1,1589989,8986
Canada,CAN,21/9/21,2,5,3,4,1,1593674,3685
Canada,CAN,22/9/21,2,5,3,4,1,1597789,4115
Canada,CAN,23/9/21,2,5,3,4,1,1602413,4624
Canada,CAN,24/9/21,2,5,3,4,1,1606974,4561
Canada,CAN,25/9/21,2,5,3,4,1,1608019,1045
Canada,CAN,26/9/21,2,5,3,4,1,1609156,1137
Canada,CAN,27/9/21,2,5,3,4,1,1620537,11381
Canada,CAN,28/9/21,2,5,3,4,1,1624001,3464
Canada,CAN,29/9/21,2,5,3,4,1,1628329,4328
Canada,CAN,30/9/21,2,5,3,4,1,1631647,3318
Canada,CAN,1/10/21,2,5,3,4,1,1637441,5794
Canada,CAN,2/10/21,2,5,3,4,1,1639169,1728
Canada,CAN,3/10/21,2,5,3,4,1,1640565,1396
Canada,CAN,4/10/21,2,5,3,4,1,1648942,8377
Canada,CAN,5/10/21,2,5,3,4,1,1651603,2661
Canada,CAN,6/10/21,2,5,3,4,1,1655406,3803
Canada,CAN,7/10/21,2,5,3,4,1,1659517,4111
Canada,CAN,8/10/21,2,5,3,4,1,1663716,4199
Canada,CAN,9/10/21,2,5,3,4,1,1665312,1596
Canada,CAN,10/10/21,2,5,3,4,1,1666908,1596
Canada,CAN,11/10/21,2,5,3,4,1,1668009,1101
Canada,CAN,12/10/21,2,5,3,4,1,1675805,7796
Canada,CAN,13/10/21,2,5,3,4,1,1678511,2706
Canada,CAN,14/10/21,2,5,3,4,1,1681669,3158
Canada,CAN,15/10/21,2,5,3,4,1,1685112,3443
Canada,CAN,16/10/21,2,5,3,4,1,1686625,1513
Canada,CAN,17/10/21,2,5,3,4,1,1687883,1258
Canada,CAN,18/10/21,2,5,3,4,1,1693364,5481
Canada,CAN,19/10/21,2,5,3,4,1,1695788,2424
Canada,CAN,20/10/21,2,5,3,4,1,1698515,2727
Canada,CAN,21/10/21,2,5,3,4,1,1701354,2839
Canada,CAN,22/10/21,2,5,3,4,1,1704019,2665
Canada,CAN,23/10/21,2,5,3,4,1,1705750,1731
Canada,CAN,24/10/21,2,5,3,4,1,1707278,1528
Canada,CAN,25/10/21,2,5,3,4,1,1710785,3507
Canada,CAN,26/10/21,2,5,3,4,1,1712581,1796
Canada,CAN,27/10/21,2,5,3,4,1,1715122,2541
Canada,CAN,28/10/21,2,5,3,4,1,1717762,2640
Canada,CAN,29/10/21,2,5,3,4,1,1720340,2578
Canada,CAN,30/10/21,2,5,3,4,1,1721987,1647
Canada,CAN,31/10/21,2,5,3,4,1,1723506,1519
Canada,CAN,1/11/21,2,5,3,4,1,1726732,3226
Canada,CAN,2/11/21,2,5,3,4,1,1728543,1811
Canada,CAN,3/11/21,2,5,3,4,1,1730818,2275
Canada,CAN,4/11/21,2,5,3,4,1,1733440,2622
Canada,CAN,5/11/21,2,5,3,4,1,1735964,2524
Cape Verde,CPV,1/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,2/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,3/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,4/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,5/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,6/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,7/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,8/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,9/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,10/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,11/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,12/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,13/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,14/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,15/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,16/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,17/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,18/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,19/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,20/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,21/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,22/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,23/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,24/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,25/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,26/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,27/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,28/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,29/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,30/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,31/1/20,0,0,0,0,0,0,0
Cape Verde,CPV,1/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,2/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,3/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,4/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,5/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,6/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,7/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,8/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,9/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,10/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,11/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,12/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,13/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,14/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,15/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,16/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,17/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,18/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,19/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,20/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,21/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,22/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,23/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,24/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,25/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,26/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,27/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,28/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,29/2/20,0,0,0,0,0,0,0
Cape Verde,CPV,1/3/20,0,0,0,0,0,0,0
Cape Verde,CPV,2/3/20,0,0,0,0,0,0,0
Cape Verde,CPV,3/3/20,0,0,0,0,0,0,0
Cape Verde,CPV,4/3/20,0,0,0,0,0,0,0
Cape Verde,CPV,5/3/20,0,0,0,0,0,0,0
Cape Verde,CPV,6/3/20,0,0,0,0,0,0,0
Cape Verde,CPV,7/3/20,0,0,0,0,0,0,0
Cape Verde,CPV,8/3/20,0,0,0,0,0,0,0
Cape Verde,CPV,9/3/20,0,0,0,0,0,0,0
Cape Verde,CPV,10/3/20,0,0,0,0,0,0,0
Cape Verde,CPV,11/3/20,0,0,0,0,0,0,0
Cape Verde,CPV,12/3/20,0,0,0,0,0,0,0
Cape Verde,CPV,13/3/20,0,0,0,0,0,0,0
Cape Verde,CPV,14/3/20,0,0,0,0,0,0,0
Cape Verde,CPV,15/3/20,0,0,0,0,0,0,0
Cape Verde,CPV,16/3/20,1,0,0,0,0,0,0
Cape Verde,CPV,17/3/20,1,0,0,0,0,0,0
Cape Verde,CPV,18/3/20,1,0,0,0,0,0,0
Cape Verde,CPV,19/3/20,1,0,0,0,0,0,0
Cape Verde,CPV,20/3/20,1,0,0,0,1,1,1
Cape Verde,CPV,21/3/20,1,0,0,0,1,3,2
Cape Verde,CPV,22/3/20,1,0,0,0,1,3,0
Cape Verde,CPV,23/3/20,1,0,0,0,1,3,0
Cape Verde,CPV,24/3/20,1,0,0,0,1,3,0
Cape Verde,CPV,25/3/20,1,0,0,0,1,4,1
Cape Verde,CPV,26/3/20,1,0,0,0,1,4,0
Cape Verde,CPV,27/3/20,1,0,0,0,1,5,1
Cape Verde,CPV,28/3/20,1,0,0,0,1,5,0
Cape Verde,CPV,29/3/20,1,0,0,0,1,6,1
Cape Verde,CPV,30/3/20,1,0,0,0,1,6,0
Cape Verde,CPV,31/3/20,1,0,0,0,1,6,0
Cape Verde,CPV,1/4/20,1,0,0,0,2,6,0
Cape Verde,CPV,2/4/20,1,0,0,0,2,6,0
Cape Verde,CPV,3/4/20,1,0,0,0,2,6,0
