Entity,Code,Day,testing_policy,vaccination_policy,facial_coverings,restriction_gatherings,stay_home_requirements
Australia,AUS,1/1/21,2,0,2,4,2
Australia,AUS,2/1/21,2,0,2,4,2
Australia,AUS,3/1/21,2,0,2,4,2
Australia,AUS,4/1/21,2,0,2,4,2
Australia,AUS,5/1/21,2,0,2,4,2
Australia,AUS,6/1/21,2,0,2,4,2
Australia,AUS,7/1/21,2,0,2,4,2
Australia,AUS,8/1/21,2,0,4,4,2
Australia,AUS,9/1/21,2,0,4,4,2
Australia,AUS,10/1/21,2,0,4,4,2
Australia,AUS,11/1/21,2,0,2,4,0
Australia,AUS,12/1/21,2,0,2,4,0
Australia,AUS,13/1/21,2,0,2,4,0
Australia,AUS,14/1/21,2,0,2,4,0
Australia,AUS,15/1/21,2,0,2,4,0
Australia,AUS,16/1/21,2,0,2,4,0
Australia,AUS,17/1/21,2,0,2,4,0
Australia,AUS,18/1/21,2,0,2,4,0
Australia,AUS,19/1/21,2,0,2,4,0
Australia,AUS,20/1/21,2,0,2,4,0
Australia,AUS,21/1/21,2,0,2,4,0
Australia,AUS,22/1/21,2,0,2,4,0
Australia,AUS,23/1/21,2,0,2,4,0
Australia,AUS,24/1/21,2,0,2,4,0
Australia,AUS,25/1/21,2,0,2,4,0
Australia,AUS,26/1/21,2,0,2,4,0
Australia,AUS,27/1/21,2,0,2,4,0
Australia,AUS,28/1/21,2,0,2,4,0
Australia,AUS,29/1/21,2,0,2,4,0
Australia,AUS,30/1/21,2,0,2,4,0
Australia,AUS,31/1/21,2,0,3,4,2
Australia,AUS,1/2/21,2,0,3,4,2
Australia,AUS,2/2/21,2,0,3,4,2
Australia,AUS,3/2/21,2,0,3,4,2
Australia,AUS,4/2/21,2,0,3,4,2
Australia,AUS,5/2/21,2,0,3,3,0
Australia,AUS,6/2/21,2,0,3,3,0
Australia,AUS,7/2/21,2,0,3,3,0
Australia,AUS,8/2/21,2,0,3,3,0
Australia,AUS,9/2/21,2,0,3,3,0
Australia,AUS,10/2/21,2,0,3,3,0
Australia,AUS,11/2/21,2,0,3,3,0
Australia,AUS,12/2/21,2,0,4,4,2
Australia,AUS,13/2/21,2,0,4,4,2
Australia,AUS,14/2/21,2,0,4,4,2
Australia,AUS,15/2/21,2,0,4,4,2
Australia,AUS,16/2/21,2,0,4,4,2
Australia,AUS,17/2/21,2,0,4,4,2
Australia,AUS,18/2/21,2,0,3,4,0
Australia,AUS,19/2/21,2,0,3,4,0
Australia,AUS,20/2/21,2,0,3,4,0
Australia,AUS,21/2/21,2,2,3,4,0
Australia,AUS,22/2/21,2,2,3,4,0
Australia,AUS,23/2/21,2,2,3,4,0
Australia,AUS,24/2/21,2,2,3,4,0
Australia,AUS,25/2/21,2,2,3,4,0
Australia,AUS,26/2/21,2,2,3,4,0
Australia,AUS,27/2/21,2,2,2,3,0
Australia,AUS,28/2/21,2,2,2,3,0
Australia,AUS,1/3/21,2,2,2,3,0
Australia,AUS,2/3/21,2,2,2,3,0
Australia,AUS,3/3/21,2,2,2,3,0
Australia,AUS,4/3/21,2,2,2,3,0
Australia,AUS,5/3/21,2,2,2,3,0
Australia,AUS,6/3/21,2,2,2,3,0
Australia,AUS,7/3/21,2,2,2,3,0
Australia,AUS,8/3/21,2,2,2,3,0
Australia,AUS,9/3/21,2,2,2,3,0
Australia,AUS,10/3/21,2,2,2,3,0
Australia,AUS,11/3/21,2,2,2,3,0
Australia,AUS,12/3/21,2,2,2,3,0
Australia,AUS,13/3/21,2,2,2,3,0
Australia,AUS,14/3/21,2,2,2,3,0
Australia,AUS,15/3/21,2,2,2,3,0
Australia,AUS,16/3/21,2,2,2,3,0
Australia,AUS,17/3/21,2,2,2,3,0
Australia,AUS,18/3/21,2,2,2,3,0
Australia,AUS,19/3/21,2,2,2,3,0
Australia,AUS,20/3/21,2,2,2,3,0
Australia,AUS,21/3/21,2,2,2,3,0
Australia,AUS,22/3/21,2,4,2,3,0
Australia,AUS,23/3/21,2,4,2,3,0
Australia,AUS,24/3/21,2,4,2,3,0
Australia,AUS,25/3/21,2,4,2,3,0
Australia,AUS,26/3/21,2,4,2,3,0
Australia,AUS,27/3/21,2,4,2,3,0
Australia,AUS,28/3/21,2,4,2,3,0
Australia,AUS,29/3/21,2,4,3,4,2
Australia,AUS,30/3/21,2,4,3,4,2
Australia,AUS,31/3/21,2,4,3,4,2
Australia,AUS,1/4/21,2,4,3,3,0
Australia,AUS,2/4/21,2,4,3,3,0
Australia,AUS,3/4/21,2,4,3,3,0
Australia,AUS,4/4/21,2,4,3,3,0
Australia,AUS,5/4/21,2,4,3,3,0
Australia,AUS,6/4/21,2,4,3,3,0
Australia,AUS,7/4/21,2,4,3,3,0
Australia,AUS,8/4/21,2,4,3,3,0
Australia,AUS,9/4/21,2,4,3,3,0
Australia,AUS,10/4/21,2,4,2,3,0
Australia,AUS,11/4/21,2,4,2,3,0
Australia,AUS,12/4/21,2,4,2,3,0
Australia,AUS,13/4/21,2,4,2,3,0
Australia,AUS,14/4/21,2,4,2,3,0
Australia,AUS,15/4/21,2,4,2,3,0
Australia,AUS,16/4/21,2,4,2,3,0
Australia,AUS,17/4/21,2,4,2,3,0
Australia,AUS,18/4/21,2,4,2,3,0
Australia,AUS,19/4/21,2,4,2,3,0
Australia,AUS,20/4/21,2,4,2,3,0
Australia,AUS,21/4/21,2,4,2,3,0
Australia,AUS,22/4/21,2,4,2,3,0
Australia,AUS,23/4/21,2,4,4,3,0
Australia,AUS,24/4/21,2,4,4,4,2
Australia,AUS,25/4/21,2,4,4,4,2
Australia,AUS,26/4/21,2,4,4,4,2
Australia,AUS,27/4/21,2,4,4,3,0
Australia,AUS,28/4/21,2,4,4,3,0
Australia,AUS,29/4/21,2,4,4,3,0
Australia,AUS,30/4/21,2,4,4,3,0
Australia,AUS,1/5/21,2,4,3,3,0
Australia,AUS,2/5/21,2,4,3,3,0
Australia,AUS,3/5/21,2,4,3,3,0
Australia,AUS,4/5/21,2,4,3,3,0
Australia,AUS,5/5/21,2,4,3,3,0
Australia,AUS,6/5/21,2,4,3,3,0
Australia,AUS,7/5/21,2,4,3,3,0
Australia,AUS,8/5/21,2,4,2,3,0
Australia,AUS,9/5/21,2,4,2,3,0
Australia,AUS,10/5/21,2,4,2,3,0
Australia,AUS,11/5/21,2,4,2,3,0
Australia,AUS,12/5/21,2,4,2,3,0
Australia,AUS,13/5/21,2,4,2,3,0
Australia,AUS,14/5/21,2,4,2,3,0
Australia,AUS,15/5/21,2,4,2,3,0
Australia,AUS,16/5/21,2,4,2,3,0
Australia,AUS,17/5/21,2,4,2,2,0
Australia,AUS,18/5/21,2,4,2,2,0
Australia,AUS,19/5/21,2,4,2,2,0
Australia,AUS,20/5/21,2,4,2,2,0
Australia,AUS,21/5/21,2,4,2,2,0
Australia,AUS,22/5/21,2,4,2,2,0
Australia,AUS,23/5/21,2,4,2,2,0
Australia,AUS,24/5/21,2,4,2,2,0
Australia,AUS,25/5/21,2,4,2,4,0
Australia,AUS,26/5/21,2,4,2,4,0
Australia,AUS,27/5/21,2,4,2,4,0
Australia,AUS,28/5/21,2,4,3,4,2
Australia,AUS,29/5/21,2,4,3,4,2
Australia,AUS,30/5/21,2,4,3,4,2
Australia,AUS,31/5/21,2,4,3,4,2
Australia,AUS,1/6/21,2,4,3,4,2
Australia,AUS,2/6/21,2,4,3,4,2
Australia,AUS,3/6/21,2,4,3,4,2
Australia,AUS,4/6/21,2,4,3,4,2
Australia,AUS,5/6/21,2,4,3,4,2
Australia,AUS,6/6/21,2,4,3,4,2
Australia,AUS,7/6/21,2,4,3,4,2
Australia,AUS,8/6/21,2,4,3,4,2
Australia,AUS,9/6/21,2,4,3,4,2
Australia,AUS,10/6/21,2,4,3,4,2
Australia,AUS,11/6/21,2,4,3,4,0
Australia,AUS,12/6/21,2,4,3,4,0
Australia,AUS,13/6/21,2,4,3,4,0
Australia,AUS,14/6/21,2,4,3,4,0
Australia,AUS,15/6/21,2,4,3,4,0
Australia,AUS,16/6/21,2,4,3,4,0
Australia,AUS,17/6/21,2,4,3,4,0
Australia,AUS,18/6/21,2,4,3,4,0
Australia,AUS,19/6/21,2,4,3,4,0
Australia,AUS,20/6/21,2,4,3,4,0
Australia,AUS,21/6/21,2,4,3,4,0
Australia,AUS,22/6/21,2,4,3,4,0
Australia,AUS,23/6/21,2,4,3,4,0
Australia,AUS,24/6/21,2,4,3,4,0
Australia,AUS,25/6/21,2,4,3,4,0
Australia,AUS,26/6/21,2,4,3,4,2
Australia,AUS,27/6/21,2,4,3,4,2
Australia,AUS,28/6/21,2,4,3,4,2
Australia,AUS,29/6/21,2,4,3,4,2
Australia,AUS,30/6/21,2,4,3,4,2
Australia,AUS,1/7/21,2,4,3,4,2
Australia,AUS,2/7/21,2,4,3,4,2
Australia,AUS,3/7/21,2,4,3,4,2
Australia,AUS,4/7/21,2,4,3,4,2
Australia,AUS,5/7/21,2,4,3,4,2
Australia,AUS,6/7/21,2,4,3,4,2
Australia,AUS,7/7/21,2,4,3,4,2
Australia,AUS,8/7/21,2,4,3,4,2
Australia,AUS,9/7/21,2,4,3,4,2
Australia,AUS,10/7/21,2,4,3,4,2
Australia,AUS,11/7/21,2,4,3,4,2
Australia,AUS,12/7/21,2,4,3,4,2
Australia,AUS,13/7/21,2,4,3,4,2
Australia,AUS,14/7/21,2,4,3,4,2
Australia,AUS,15/7/21,2,4,3,4,2
Australia,AUS,16/7/21,2,4,3,4,2
Australia,AUS,17/7/21,2,4,3,4,2
Australia,AUS,18/7/21,2,4,3,4,2
Australia,AUS,19/7/21,2,4,3,4,2
Australia,AUS,20/7/21,2,4,3,4,2
Australia,AUS,21/7/21,2,4,3,4,2
Australia,AUS,22/7/21,2,4,3,4,2
Australia,AUS,23/7/21,2,4,3,4,2
Australia,AUS,24/7/21,2,4,3,4,2
Australia,AUS,25/7/21,2,4,3,4,2
Australia,AUS,26/7/21,2,4,3,4,2
Australia,AUS,27/7/21,2,4,3,4,2
Australia,AUS,28/7/21,2,4,3,4,2
Australia,AUS,29/7/21,2,4,3,4,2
Australia,AUS,30/7/21,2,4,3,4,2
Australia,AUS,31/7/21,2,4,3,4,2
Australia,AUS,1/8/21,2,4,3,4,2
Australia,AUS,2/8/21,2,4,3,4,2
Australia,AUS,3/8/21,2,4,3,4,2
Australia,AUS,4/8/21,2,4,3,4,2
Australia,AUS,5/8/21,2,4,3,4,2
Australia,AUS,6/8/21,2,4,3,4,2
Australia,AUS,7/8/21,2,4,3,4,2
Australia,AUS,8/8/21,2,4,3,4,2
Australia,AUS,9/8/21,2,4,3,4,2
Australia,AUS,10/8/21,2,4,3,4,2
Australia,AUS,11/8/21,2,4,3,4,2
Australia,AUS,12/8/21,2,4,3,4,2
Australia,AUS,13/8/21,2,4,3,4,2
Australia,AUS,14/8/21,2,4,3,4,2
Australia,AUS,15/8/21,2,4,3,4,2
Australia,AUS,16/8/21,2,4,3,4,2
Australia,AUS,17/8/21,2,4,3,4,2
Australia,AUS,18/8/21,2,4,3,4,2
Australia,AUS,19/8/21,2,4,3,4,2
Australia,AUS,20/8/21,2,4,3,4,2
Australia,AUS,21/8/21,2,4,3,4,2
Australia,AUS,22/8/21,2,4,3,4,2
Australia,AUS,23/8/21,2,4,3,4,2
Australia,AUS,24/8/21,2,4,3,4,2
Australia,AUS,25/8/21,2,4,3,4,2
Australia,AUS,26/8/21,2,4,3,4,2
Australia,AUS,27/8/21,2,4,3,4,2
Australia,AUS,28/8/21,2,4,3,4,2
Australia,AUS,29/8/21,2,4,3,4,2
Australia,AUS,30/8/21,2,4,3,4,2
Australia,AUS,31/8/21,2,4,3,4,2
Australia,AUS,1/9/21,2,4,3,4,2
Australia,AUS,2/9/21,2,4,3,4,2
Australia,AUS,3/9/21,2,4,3,4,2
Australia,AUS,4/9/21,2,4,3,4,2
Australia,AUS,5/9/21,2,4,3,4,2
Australia,AUS,6/9/21,2,4,3,4,2
Australia,AUS,7/9/21,2,4,3,4,2
Australia,AUS,8/9/21,2,4,3,4,2
Australia,AUS,9/9/21,2,4,3,4,2
Australia,AUS,10/9/21,2,4,3,4,2
Australia,AUS,11/9/21,2,4,3,4,2
Australia,AUS,12/9/21,2,4,3,4,2
Australia,AUS,13/9/21,2,5,3,4,2
Australia,AUS,14/9/21,2,5,3,4,2
Australia,AUS,15/9/21,2,5,3,4,2
Australia,AUS,16/9/21,2,5,3,4,2
Australia,AUS,17/9/21,2,5,3,4,2
Australia,AUS,18/9/21,2,5,3,4,2
Australia,AUS,19/9/21,2,5,3,4,2
Australia,AUS,20/9/21,2,5,3,4,2
Australia,AUS,21/9/21,2,5,3,4,2
Australia,AUS,22/9/21,2,5,3,4,2
Australia,AUS,23/9/21,2,5,3,4,2
Australia,AUS,24/9/21,2,5,3,4,2
Australia,AUS,25/9/21,2,5,3,4,2
Australia,AUS,26/9/21,2,5,3,4,2
Australia,AUS,27/9/21,2,5,3,4,2
Australia,AUS,28/9/21,2,5,3,4,2
Australia,AUS,29/9/21,2,5,3,4,2
Australia,AUS,30/9/21,2,5,3,4,2
Australia,AUS,1/10/21,2,5,3,4,2
Australia,AUS,2/10/21,2,5,3,4,2
Australia,AUS,3/10/21,2,5,3,4,2
Australia,AUS,4/10/21,2,5,3,4,2
Australia,AUS,5/10/21,2,5,3,4,2
Australia,AUS,6/10/21,2,5,3,4,2
Australia,AUS,7/10/21,2,5,3,4,2
Australia,AUS,8/10/21,2,5,3,4,2
Australia,AUS,9/10/21,2,5,3,4,2
Australia,AUS,10/10/21,2,5,3,4,2
Australia,AUS,11/10/21,2,5,3,4,2
Australia,AUS,12/10/21,2,5,3,4,2
Australia,AUS,13/10/21,2,5,3,4,2
Australia,AUS,14/10/21,2,5,3,4,2
Australia,AUS,15/10/21,2,5,3,4,2
Australia,AUS,16/10/21,2,5,3,4,2
Australia,AUS,17/10/21,2,5,3,4,2
Australia,AUS,18/10/21,2,5,3,4,2
Australia,AUS,19/10/21,2,5,3,4,2
Australia,AUS,20/10/21,2,5,3,4,2
Australia,AUS,21/10/21,2,5,3,4,2
Australia,AUS,22/10/21,2,5,4,4,0
Australia,AUS,23/10/21,2,5,4,4,0
Australia,AUS,24/10/21,2,5,4,4,0
Australia,AUS,25/10/21,2,5,4,4,0
Australia,AUS,26/10/21,2,5,4,4,0
Australia,AUS,27/10/21,2,5,4,4,0
Australia,AUS,28/10/21,2,5,4,4,0
Australia,AUS,29/10/21,2,5,3,4,0
Australia,AUS,30/10/21,2,5,3,4,0
Australia,AUS,31/10/21,2,5,3,4,0
Australia,AUS,1/11/21,2,5,3,4,0
Australia,AUS,2/11/21,2,5,3,4,0
Australia,AUS,3/11/21,2,5,3,4,0
Australia,AUS,4/11/21,2,5,3,4,0
Australia,AUS,5/11/21,2,5,3,4,0
Austria,AUT,1/1/20,0,0,0,0,0
Austria,AUT,2/1/20,0,0,0,0,0
Austria,AUT,3/1/20,0,0,0,0,0
Austria,AUT,4/1/20,0,0,0,0,0
Austria,AUT,5/1/20,0,0,0,0,0
Austria,AUT,6/1/20,0,0,0,0,0
Austria,AUT,7/1/20,0,0,0,0,0
Austria,AUT,8/1/20,0,0,0,0,0
Austria,AUT,9/1/20,0,0,0,0,0
Austria,AUT,10/1/20,0,0,0,0,0
Austria,AUT,11/1/20,0,0,0,0,0
Austria,AUT,12/1/20,0,0,0,0,0
Austria,AUT,13/1/20,0,0,0,0,0
Austria,AUT,14/1/20,0,0,0,0,0
Austria,AUT,15/1/20,0,0,0,0,0
Austria,AUT,16/1/20,0,0,0,0,0
Austria,AUT,17/1/20,0,0,0,0,0
Austria,AUT,18/1/20,0,0,0,0,0
Austria,AUT,19/1/20,0,0,0,0,0
Austria,AUT,20/1/20,0,0,0,0,0
Austria,AUT,21/1/20,0,0,0,0,0
Austria,AUT,22/1/20,0,0,0,0,0
Austria,AUT,23/1/20,0,0,0,0,0
Austria,AUT,24/1/20,0,0,0,0,0
Austria,AUT,25/1/20,0,0,0,0,0
Austria,AUT,26/1/20,0,0,0,0,0
Austria,AUT,27/1/20,0,0,0,0,0
Austria,AUT,28/1/20,0,0,0,0,0
Austria,AUT,29/1/20,0,0,0,0,0
Austria,AUT,30/1/20,0,0,0,0,0
Austria,AUT,31/1/20,0,0,0,0,0
Austria,AUT,1/2/20,1,0,0,0,0
Austria,AUT,2/2/20,1,0,0,0,0
Austria,AUT,3/2/20,1,0,0,0,0
Austria,AUT,4/2/20,1,0,0,0,0
Austria,AUT,5/2/20,1,0,0,0,0
Austria,AUT,6/2/20,1,0,0,0,0
Austria,AUT,7/2/20,1,0,0,0,0
Austria,AUT,8/2/20,1,0,0,0,0
Austria,AUT,9/2/20,1,0,0,0,0
Austria,AUT,10/2/20,1,0,0,0,0
Austria,AUT,11/2/20,1,0,0,0,0
Austria,AUT,12/2/20,1,0,0,0,0
Austria,AUT,13/2/20,1,0,0,0,0
Austria,AUT,14/2/20,1,0,0,0,0
Austria,AUT,15/2/20,1,0,0,0,0
Austria,AUT,16/2/20,1,0,0,0,0
Austria,AUT,17/2/20,1,0,0,0,0
Austria,AUT,18/2/20,1,0,0,0,0
Austria,AUT,19/2/20,1,0,0,0,0
Austria,AUT,20/2/20,1,0,0,0,0
Austria,AUT,21/2/20,1,0,0,0,0
Austria,AUT,22/2/20,1,0,0,0,0
Austria,AUT,23/2/20,1,0,0,0,0
Austria,AUT,24/2/20,1,0,0,0,0
Austria,AUT,25/2/20,1,0,0,0,0
Austria,AUT,26/2/20,1,0,0,0,0
Austria,AUT,27/2/20,1,0,0,0,0
Austria,AUT,28/2/20,1,0,0,0,0
Austria,AUT,29/2/20,1,0,0,0,0
Austria,AUT,1/3/20,1,0,0,0,0
Austria,AUT,2/3/20,1,0,0,0,0
Austria,AUT,3/3/20,1,0,0,0,0
Austria,AUT,4/3/20,1,0,0,0,0
Austria,AUT,5/3/20,1,0,0,0,0
Austria,AUT,6/3/20,1,0,0,0,0
Austria,AUT,7/3/20,1,0,0,0,0
Austria,AUT,8/3/20,1,0,0,0,0
Austria,AUT,9/3/20,1,0,0,0,0
Austria,AUT,10/3/20,1,0,0,0,0
Austria,AUT,11/3/20,1,0,0,0,0
Austria,AUT,12/3/20,1,0,0,0,0
Austria,AUT,13/3/20,1,0,0,0,0
Austria,AUT,14/3/20,1,0,0,0,0
Austria,AUT,15/3/20,1,0,0,0,0
Austria,AUT,16/3/20,1,0,0,4,2
Austria,AUT,17/3/20,1,0,0,4,2
Austria,AUT,18/3/20,1,0,0,4,2
Austria,AUT,19/3/20,1,0,0,4,2
Austria,AUT,20/3/20,1,0,0,4,2
Austria,AUT,21/3/20,1,0,0,4,2
Austria,AUT,22/3/20,1,0,0,4,2
Austria,AUT,23/3/20,2,0,0,4,2
Austria,AUT,24/3/20,2,0,0,4,2
Austria,AUT,25/3/20,2,0,0,4,2
Austria,AUT,26/3/20,2,0,0,4,2
Austria,AUT,27/3/20,2,0,0,4,2
Austria,AUT,28/3/20,2,0,0,4,2
Austria,AUT,29/3/20,2,0,0,4,2
Austria,AUT,30/3/20,2,0,0,4,2
Austria,AUT,31/3/20,2,0,0,4,2
Austria,AUT,1/4/20,2,0,1,4,2
Austria,AUT,2/4/20,2,0,1,4,2
Austria,AUT,3/4/20,2,0,1,4,2
Austria,AUT,4/4/20,2,0,1,4,2
Austria,AUT,5/4/20,2,0,1,4,2
Austria,AUT,6/4/20,2,0,2,4,2
Austria,AUT,7/4/20,2,0,2,4,2
Austria,AUT,8/4/20,2,0,2,4,2
Austria,AUT,9/4/20,2,0,2,4,2
Austria,AUT,10/4/20,2,0,2,4,2
Austria,AUT,11/4/20,2,0,2,4,2
Austria,AUT,12/4/20,2,0,2,4,2
Austria,AUT,13/4/20,2,0,2,4,2
Austria,AUT,14/4/20,2,0,2,4,2
Austria,AUT,15/4/20,2,0,2,4,2
Austria,AUT,16/4/20,2,0,2,4,2
Austria,AUT,17/4/20,2,0,2,4,2
Austria,AUT,18/4/20,2,0,2,4,2
Austria,AUT,19/4/20,2,0,2,4,2
Austria,AUT,20/4/20,2,0,2,4,2
Austria,AUT,21/4/20,2,0,2,4,2
Austria,AUT,22/4/20,2,0,2,4,2
Austria,AUT,23/4/20,2,0,2,4,2
Austria,AUT,24/4/20,2,0,2,4,2
Austria,AUT,25/4/20,2,0,2,4,2
Austria,AUT,26/4/20,2,0,2,4,2
Austria,AUT,27/4/20,2,0,2,4,2
Austria,AUT,28/4/20,2,0,2,4,2
Austria,AUT,29/4/20,2,0,2,4,2
Austria,AUT,30/4/20,2,0,2,4,2
Austria,AUT,1/5/20,2,0,2,4,0
Austria,AUT,2/5/20,2,0,2,3,0
Austria,AUT,3/5/20,2,0,2,3,0
Austria,AUT,4/5/20,2,0,2,3,0
Austria,AUT,5/5/20,2,0,2,3,0
Austria,AUT,6/5/20,2,0,2,3,0
Austria,AUT,7/5/20,2,0,2,3,0
Austria,AUT,8/5/20,2,0,2,3,0
Austria,AUT,9/5/20,2,0,2,3,0
Austria,AUT,10/5/20,2,0,2,3,0
Austria,AUT,11/5/20,2,0,2,3,0
Austria,AUT,12/5/20,2,0,2,3,0
Austria,AUT,13/5/20,2,0,2,3,0
Austria,AUT,14/5/20,2,0,2,3,0
Austria,AUT,15/5/20,2,0,2,3,0
Austria,AUT,16/5/20,2,0,2,3,0
Austria,AUT,17/5/20,2,0,2,3,0
Austria,AUT,18/5/20,2,0,2,3,0
Austria,AUT,19/5/20,2,0,2,3,0
Austria,AUT,20/5/20,2,0,2,3,0
Austria,AUT,21/5/20,2,0,2,3,0
Austria,AUT,22/5/20,2,0,2,3,0
Austria,AUT,23/5/20,2,0,2,3,0
Austria,AUT,24/5/20,2,0,2,3,0
Austria,AUT,25/5/20,2,0,2,3,0
Austria,AUT,26/5/20,2,0,2,3,0
Austria,AUT,27/5/20,2,0,2,3,0
Austria,AUT,28/5/20,2,0,2,3,0
Austria,AUT,29/5/20,2,0,2,3,0
Austria,AUT,30/5/20,2,0,2,3,0
Austria,AUT,31/5/20,2,0,2,3,0
Austria,AUT,1/6/20,2,0,2,3,0
Austria,AUT,2/6/20,2,0,2,3,0
Austria,AUT,3/6/20,2,0,2,3,0
Austria,AUT,4/6/20,2,0,2,3,0
Austria,AUT,5/6/20,2,0,2,3,0
Austria,AUT,6/6/20,2,0,2,3,0
Austria,AUT,7/6/20,2,0,2,3,0
Austria,AUT,8/6/20,2,0,2,3,0
Austria,AUT,9/6/20,2,0,2,3,0
Austria,AUT,10/6/20,2,0,2,3,0
Austria,AUT,11/6/20,2,0,2,3,0
Austria,AUT,12/6/20,2,0,2,3,0
Austria,AUT,13/6/20,2,0,2,3,0
Austria,AUT,14/6/20,2,0,2,3,0
Austria,AUT,15/6/20,2,0,2,3,0
Austria,AUT,16/6/20,2,0,2,3,0
Austria,AUT,17/6/20,2,0,2,3,0
Austria,AUT,18/6/20,2,0,2,3,0
Austria,AUT,19/6/20,2,0,2,3,0
Austria,AUT,20/6/20,2,0,2,3,0
Austria,AUT,21/6/20,2,0,2,3,0
Austria,AUT,22/6/20,2,0,2,3,0
Austria,AUT,23/6/20,2,0,2,3,0
Austria,AUT,24/6/20,2,0,2,3,0
Austria,AUT,25/6/20,2,0,2,3,0
Austria,AUT,26/6/20,2,0,2,3,0
Austria,AUT,27/6/20,2,0,2,3,0
Austria,AUT,28/6/20,2,0,2,3,0
Austria,AUT,29/6/20,2,0,2,3,0
Austria,AUT,30/6/20,2,0,2,3,0
Austria,AUT,1/7/20,2,0,2,2,0
Austria,AUT,2/7/20,2,0,2,2,0
Austria,AUT,3/7/20,2,0,2,2,0
Austria,AUT,4/7/20,2,0,2,2,0
Austria,AUT,5/7/20,2,0,2,2,0
Austria,AUT,6/7/20,2,0,2,2,0
Austria,AUT,7/7/20,2,0,2,2,0
Austria,AUT,8/7/20,2,0,2,2,0
Austria,AUT,9/7/20,2,0,2,2,0
Austria,AUT,10/7/20,2,0,2,2,0
Austria,AUT,11/7/20,2,0,2,2,0
Austria,AUT,12/7/20,2,0,2,2,0
Austria,AUT,13/7/20,2,0,2,2,0
Austria,AUT,14/7/20,2,0,2,2,0
Austria,AUT,15/7/20,2,0,2,2,0
Austria,AUT,16/7/20,2,0,2,2,0
Austria,AUT,17/7/20,2,0,2,2,0
Austria,AUT,18/7/20,2,0,2,2,0
Austria,AUT,19/7/20,2,0,2,2,0
Austria,AUT,20/7/20,2,0,2,2,0
Austria,AUT,21/7/20,2,0,2,2,0
Austria,AUT,22/7/20,2,0,2,2,0
Austria,AUT,23/7/20,2,0,2,2,0
Austria,AUT,24/7/20,2,0,2,2,0
Austria,AUT,25/7/20,2,0,2,2,0
Austria,AUT,26/7/20,2,0,2,2,0
Austria,AUT,27/7/20,2,0,2,2,0
Austria,AUT,28/7/20,2,0,2,2,0
Austria,AUT,29/7/20,2,0,2,2,0
Austria,AUT,30/7/20,2,0,2,2,0
Austria,AUT,31/7/20,2,0,2,2,0
Austria,AUT,1/8/20,2,0,2,2,0
Austria,AUT,2/8/20,2,0,2,2,0
Austria,AUT,3/8/20,2,0,2,2,0
Austria,AUT,4/8/20,2,0,2,2,0
Austria,AUT,5/8/20,2,0,2,2,0
Austria,AUT,6/8/20,2,0,2,2,0
Austria,AUT,7/8/20,2,0,2,2,0
Austria,AUT,8/8/20,2,0,2,2,0
Austria,AUT,9/8/20,2,0,2,2,0
Austria,AUT,10/8/20,2,0,2,2,0
Austria,AUT,11/8/20,2,0,2,2,0
Austria,AUT,12/8/20,2,0,2,2,0
Austria,AUT,13/8/20,2,0,2,2,0
Austria,AUT,14/8/20,2,0,2,2,0
Austria,AUT,15/8/20,2,0,2,2,0
Austria,AUT,16/8/20,2,0,2,2,0
Austria,AUT,17/8/20,2,0,2,2,0
Austria,AUT,18/8/20,2,0,2,2,0
Austria,AUT,19/8/20,2,0,2,2,0
Austria,AUT,20/8/20,2,0,2,2,0
Austria,AUT,21/8/20,2,0,2,2,0
Austria,AUT,22/8/20,2,0,2,2,0
Austria,AUT,23/8/20,2,0,2,2,0
Austria,AUT,24/8/20,2,0,2,2,0
Austria,AUT,25/8/20,2,0,2,2,0
Austria,AUT,26/8/20,2,0,2,2,0
Austria,AUT,27/8/20,2,0,2,2,0
Austria,AUT,28/8/20,2,0,2,2,0
Austria,AUT,29/8/20,2,0,2,2,0
Austria,AUT,30/8/20,2,0,2,2,0
Austria,AUT,31/8/20,2,0,2,2,0
Austria,AUT,1/9/20,2,0,2,2,0
Austria,AUT,2/9/20,2,0,2,2,0
Austria,AUT,3/9/20,2,0,2,2,0
Austria,AUT,4/9/20,2,0,2,2,0
Austria,AUT,5/9/20,2,0,2,2,0
Austria,AUT,6/9/20,2,0,2,2,0
Austria,AUT,7/9/20,2,0,2,2,0
Austria,AUT,8/9/20,2,0,2,2,0
Austria,AUT,9/9/20,2,0,2,2,0
Austria,AUT,10/9/20,2,0,2,2,0
Austria,AUT,11/9/20,2,0,2,2,0
Austria,AUT,12/9/20,2,0,2,2,0
Austria,AUT,13/9/20,2,0,2,2,0
Austria,AUT,14/9/20,2,0,3,2,0
Austria,AUT,15/9/20,2,0,3,2,0
Austria,AUT,16/9/20,2,0,3,2,0
Austria,AUT,17/9/20,2,0,3,3,0
Austria,AUT,18/9/20,2,0,3,3,0
Austria,AUT,19/9/20,2,0,3,3,0
Austria,AUT,20/9/20,2,0,3,3,0
Austria,AUT,21/9/20,2,0,3,3,0
Austria,AUT,22/9/20,2,0,3,3,0
Austria,AUT,23/9/20,2,0,3,3,0
Austria,AUT,24/9/20,2,0,3,3,0
Austria,AUT,25/9/20,2,0,3,3,0
Austria,AUT,26/9/20,2,0,3,3,0
Austria,AUT,27/9/20,2,0,3,3,0
Austria,AUT,28/9/20,2,0,3,3,0
